variable ordering: ad, T, omega, theta, sintheta, d, g, L, j, Pi, Tj
-.775452-.703747*ii, -2.69732-1.09511*ii, -.909748-.318391*ii, -.0293332-.077231*ii, -.089725+.684783*ii, -2.53794e-115+9.13659e-115*ii, -.864477+1.24567*ii, -1.09614e-31-1.86006e-31*ii, .335898-.63359*ii, 1.05261+.92754*ii, -.784746+1.77974*ii
.371182+4.05923*ii, -.805157-1.55363*ii, -1.70672+.113116*ii, -2.04723-1.57481*ii, -.532607+.987896*ii, 3.17644e-31+3.79061e-31*ii, 3.02666-2.0075*ii, 6.53686e-32-1.63878e-31*ii, 2.36288-1.50123*ii, .774957+1.28026*ii, .294659+.259078*ii
-.310664+1.9888*ii, -2.67641+.525349*ii, -.322101-.589152*ii, -.777109-.440071*ii, -2.86618-3.95144*ii, 2.96124e-236-1.91529e-236*ii, -.292428-.290733*ii, -7.59845e-29+7.09012e-29*ii, -2.37021+2.50729*ii, .585793+.7038*ii, -2.18439-3.99939*ii
3.21381-10.6114*ii, -.540951-.960393*ii, -7.50718+.007774*ii, -4.05839-6.76393*ii, .031807+1.96775*ii, 2.52496e-190-2.38469e-189*ii, -5.36488-1.71996*ii, 3.36662e-190+3.03346e-190*ii, 2.83262-1.65147*ii, 2.03424+3.60282*ii, -2.14606-3.71698*ii
.791728+.213542*ii, 1.82973+1.22257*ii, -.042759+.585845*ii, -1.27987+.444744*ii, -1.16747-.331777*ii, 1.5818e-31+5.41226e-32*ii, -.675579+.009079*ii, -1.85377e-31+1.44586e-31*ii, .933779+.014012*ii, -.397237+.50983*ii, -.692352-.866006*ii
.449363+.448673*ii, -1.554-.61527*ii, -1.47404-2.04236*ii, -1.65442+.464515*ii, -.057493-.745384*ii, -3.50604e-193-8.21929e-194*ii, -.644601+.553141*ii, 2.17255e-193+9.07546e-194*ii, 5.16417-.742721*ii, .517029+2.04038*ii, .996157-.984932*ii
1.86948+.638819*ii, -.711459-1.69691*ii, -2.17666-2.4207*ii, -1.74183+4.41256*ii, 6.2749+1.22508*ii, 0, .306137+.042037*ii, 0, 1.65695+4.24451*ii, -1.27956+2.70792*ii, 1.31124-5.57703*ii
.193003-.438509*ii, .837206+.6244*ii, 1.13609+1.25689*ii, .774689+.941835*ii, .35118-.0382647*ii, -3.23154e-127-4.61649e-127*ii, .677595-1.17484*ii, -6.58887e-81+2.10844e-81*ii, -.367796+.312671*ii, .083172+.880826*ii, 1.08892+1.76937*ii
-3.36197-6.60079*ii, -.762915+3.93598*ii, .785331-4.04525*ii, .945484+1.12127*ii, 6.22816+2.93191*ii, -1.42791e-95-3.18354e-95*ii, -.850288-.659556*ii, -2.62174e-95-1.49814e-95*ii, -3.83673+4.17316*ii, 7.66146+3.08862*ii, -1.4171-1.90939*ii
-1.43938-.046004*ii, 1.20922-.463642*ii, 1.99071+.267329*ii, -1.00426-.016996*ii, 2.47829+1.4823*ii, -4.44957e-107+2.56542e-107*ii, -.435942+.242181*ii, -2.7511e-30+1.00999e-29*ii, 2.85052+.657753*ii, 1.26558-.299858*ii, .798677+1.28021*ii

component_2:
equations:
-sintheta*g+ad
-theta*L+d
T*omega-2*Pi
-4.04*d*L*j^2*Pi^2+1.01*d*g*Tj^2
points:
10.8836-7.8415*ii, -5.67242+5.9568*ii, 1.16101-.185839*ii, -3.54987e-29+2.25811e-28*ii, -.913923-4.70857*ii, -5.56739e-28-1.60928e-28*ii, 1.17255+2.53902*ii, -.476831+3.15089*ii, 4.15433+.957163*ii, -2.73936+3.98502*ii, -3.39823-6.78292*ii
.37917-.268961*ii, -1.16634+.953479*ii, .737545+.481146*ii, 3.7776e-24+1.19251e-25*ii, .50677+.222111*ii, 4.3624e-27-2.53855e-27*ii, .43251-.720299*ii, .156574-.0387589*ii, .344837-.0948577*ii, -.659496+.071027*ii, .509802-.585703*ii
2.17186+3.49274*ii, -.024946-.591899*ii, .354263-1.21702*ii, 6.49264e-26+7.36607e-26*ii, 1.441-2.13066*ii, -5.72524e-26-1.3535e-25*ii, -.651768+1.46013*ii, -1.42516-.752196*ii, -1.12069+2.22702*ii, -.364595-.0896641*ii, 1.90964-1.5838*ii
-.0147375-.227921*ii, -.068635+.712254*ii, .330969-.124469*ii, 2.21654e-24+1.53683e-24*ii, .0039629-.342539*ii, 2.90017e-26-4.64229e-26*ii, .664802-.050716*ii, -.0283399-.17331*ii, .0453026+.329843*ii, .0329689+.122139*ii, .225087-.32813*ii
-.246109-1.85773*ii, -2.937+2.22205*ii, -.647446-1.41363*ii, 2.59885e-113+1.29943e-113*ii, -.910271+.739439*ii, 7.79656e-113+1.8192e-112*ii, -.835889+1.36183*ii, .236082-1.64505*ii, -.888185-.780344*ii, 2.52136+1.35659*ii, -1.33131-1.51676*ii
18.5234+13.1122*ii, -1.82651+3.74689*ii, -28.9449+14.4241*ii, -5.3657e-259+2.07474e-257*ii, 75.6049+12.1738*ii, 3.08285e-256-8.22093e-257*ii, .266031+.130595*ii, -5.88717-18.1571*ii, -.75563-38.5883*ii, -.5887-67.3997*ii, -.97809+22.3199*ii
-2.25088-.304919*ii, 2.73841+5.70918*ii, .999937+.565982*ii, 6.40931e-87+1.79084e-87*ii, .236029-.384215*ii, 1.88359e-103+5.37171e-103*ii, -2.03668-4.60723*ii, .459226+.288909*ii, 3.6374+.070412*ii, -.246527+3.62935*ii, -.29085+.767171*ii
.7234-.299607*ii, -.500178+2.22167*ii, -2.20921-.509044*ii, -1.79875e-147+5.18117e-148*ii, .627128+.525916*ii, 3.59749e-147+2.26798e-147*ii, .442016-.848423*ii, -1.69905-1.9231*ii, 2.81849-.782902*ii, 1.11796-2.32677*ii, .453862+.944028*ii
3.83133-9.6836*ii, 7.01766+3.22876*ii, -2.57476-.861638*ii, 9.97959e-111-1.33061e-110*ii, -.535977+.16069*ii, -2.34718e-268-4.02001e-268*ii, -11.5287+14.6108*ii, 6.50317+.894295*ii, 1.63509+4.17732*ii, -7.64339-7.17999*ii, 8.9473-9.62615*ii
-5.30632-.094472*ii, .195232+.364906*ii, -15.6493+7.89237*ii, 2.46686e-207-9.73359e-208*ii, -1.42587-.456929*ii, -4.17768e-314-1.32853e-313*ii, 3.39414-1.02142*ii, 5.24343-3.14891*ii, -2.57323-8.17244*ii, -2.96761-2.08485*ii, -7.05354-5.35302*ii
-.446335+1.39434*ii, 1.84175-1.93265*ii, .741106-1.9494*ii, 1.54307e-113-7.71534e-114*ii, 1.56615+5.70536*ii, -3.12674e-113-2.59885e-113*ii, .207296+.135134*ii, -1.38926-3.55981*ii, 1.23765+1.66285*ii, -1.20129-2.51131*ii, 1.1983-1.03591*ii
-2.92536-3.64202*ii, .884455+.297931*ii, 3.52897-1.98629*ii, -3.08853e-84-1.02951e-83*ii, .712147-2.50126*ii, 3.90407e-270-1.1239e-270*ii, 1.03887-1.46533*ii, -.850949+3.83872*ii, .181812-.584122*ii, 1.8565-.3527*ii, -1.16651+5.40488*ii
.37819+.496834*ii, -1.7512-3.89931*ii, -.0245727+.107703*ii, 2.67063e-66-1.89911e-65*ii, .29805+.106445*ii, -1.06825e-65-3.20475e-65*ii, 1.65333+1.07648*ii, 1.95004-.674185*ii, .207698-.379956*ii, .2315-.0463965*ii, -.614563-.924132*ii
.065042+1.18697*ii, -1.49777-.059054*ii, .95763-1.30745*ii, -5.48399e-30+1.18709e-30*ii, .557735-.502007*ii, 0, -.993804+1.23369*ii, .397371-.112145*ii, .147043-.490402*ii, -.75576+.950851*ii, 3.0686+2.43529*ii
.252711+.0731812*ii, 1.48016-.327969*ii, .209998-1.44456*ii, 1.47728e-125-1.03409e-125*ii, .0048402-.169569*ii, -1.69887e-125+4.30257e-125*ii, -.388714+1.50141*ii, -1.07219+.368076*ii, .444643+.134789*ii, -.08147-1.10352*ii, -1.03199-.508068*ii
1.37417-1.51848*ii, .531275+.424781*ii, -1.12015-.949646*ii, -7.19105e-94-4.10489e-93*ii, .973138+2.9581*ii, -3.83523e-93-1.13858e-92*ii, -.325302-.57156*ii, 2.80682-.43291*ii, .963693-.939067*ii, -.095857-.49017*ii, -.013847-1.64779*ii
2.35204-3.34183*ii, .234772+2.98983*ii, -2.9821-7.69833*ii, -2.46776e-176-6.98375e-176*ii, .29289+9.10902*ii, -1.3622e-175+3.19821e-175*ii, -.358198-.269727*ii, -4.44419-4.09328*ii, -6.9794-3.68849*ii, 11.1583-5.36166*ii, 1.20344+5.0347*ii
-.38817-.486514*ii, -.54556+.892245*ii, .7605-.282752*ii, -4.66779e-161+7.50181e-162*ii, .183965+.570685*ii, -1.55593e-161+2.66731e-161*ii, -.970881+.367211*ii, .847749-.63676*ii, .738997-.713211*ii, -.0813069+.416406*ii, 1.12508-2.26364*ii
2.28885+.358802*ii, -1.17062+1.29249*ii, -.95497-.604866*ii, 6.97067e-120+4.56966e-119*ii, .247302+.630881*ii, 1.06109e-118-6.81576e-119*ii, 1.72573-2.95156*ii, -1.39464-3.06097*ii, -2.53014+4.54029*ii, .949849-.263111*ii, -2.30097-4.11206*ii
-.106229-.377505*ii, .0908197+.383039*ii, .055670+2.12115*ii, 4.36015e-106-1.09004e-106*ii, -.106549+.0756613*ii, 7.89051e-190-6.17214e-190*ii, -1.00976+2.82599*ii, .697046+3.25837*ii, -1.43881-2.86172*ii, -.403714+.106983*ii, -1.11495-1.04371*ii
.786362+1.03243*ii, -2.24697+.338874*ii, .828296+1.06749*ii, 0, 1.28978+1.15312*ii, 0, .736581+.141932*ii, 2.90763+.550025*ii, -.683422-.389193*ii, -1.11145-1.05896*ii, -.460714+2.02699*ii
-3.17159-1.41821*ii, 1.47073+.789355*ii, -.984179+1.76271*ii, 3.32627e-100+1.78592e-100*ii, -4.12141-.610387*ii, -3.5718e-101-9.1439e-100*ii, .802893+.225199*ii, -.720594-3.12741*ii, -3.14861-2.3792*ii, -1.41943+.907799*ii, -.673603+.220069*ii
1.59046-.314354*ii, 1.76064+1.95691*ii, .501028+.225876*ii, 1.60301e-28+9.21324e-29*ii, -.460201-.291526*ii, -2.24584e-28-2.81906e-28*ii, -2.15751+2.04981*ii, -1.8129-.716644*ii, -.536935-1.29765*ii, .220056+.689078*ii, -1.65382+.248214*ii
1.64411+.595277*ii, -.491069-1.08509*ii, -.990803+2.36202*ii, -1.98277e-118+3.09807e-118*ii, -.211054+.880875*ii, -9.25409e-178-3.70164e-178*ii, .216176-1.91825*ii, -1.64699+.909873*ii, .332258-2.57398*ii, 1.52478-.042403*ii, .911224+1.56298*ii
.556528-1.00006*ii, 2.11462+.820974*ii, -1.45275-.77187*ii, 1.21183e-127+1.8466e-127*ii, -.120152+.145398*ii, 1.44461e-134+8.94284e-135*ii, -5.96664+1.10299*ii, 1.43881-1.47185*ii, -3.79622-1.16897*ii, -1.21916-1.41244*ii, -.000074-1.20144*ii
-.290058-1.16077*ii, -.116163+1.41916*ii, -.186987+.426905*ii, 4.0535e-32-1.81257e-31*ii, -.49318-.0472638*ii, -9.39692e-32+4.19757e-32*ii, .806294+2.27637*ii, -.330968-.444417*ii, -1.83268-.520694*ii, -.292063-.157478*ii, .298833+.0548956*ii
.296406-.134035*ii, .915615-.135637*ii, .649983+.978979*ii, 2.37963e-31-2.64408e-31*ii, .201653+.570434*ii, -9.01668e-32-2.21965e-31*ii, -.045585-.535729*ii, .294243-.605829*ii, -.474459+.307244*ii, .36396+.404103*ii, .692614+.742039*ii
-9.19424+11.6882*ii, -.237472-.907205*ii, 16.4198-17.5295*ii, 2.05013e-143-5.83007e-143*ii, .201183+.389454*ii, -8.98054e-142-8.20053e-142*ii, 14.0634+30.8729*ii, 9.60336-22.0567*ii, -11.0996+3.51369*ii, -9.90106-5.3667*ii, -10.0811-6.00082*ii
-.682668-.374619*ii, .218162+.412241*ii, -.508974-1.42831*ii, -3.42896e-100+4.07189e-100*ii, .423039+.55205*ii, -1.60375e-99+4.14333e-100*ii, -1.02457+.451475*ii, 3.09661+2.29834*ii, -1.11659+1.25614*ii, .238884-.260711*ii, -1.10866+3.13684*ii
1.74642+.779318*ii, -.575357+.000965*ii, 1.76998+.982905*ii, 8.09558e-150+6.10987e-150*ii, 1.38772+.039092*ii, -3.4368e-151+1.31362e-149*ii, 1.2733+.525715*ii, 1.38512+1.30904*ii, 1.39008-2.33365*ii, -.50966-.281907*ii, -1.56388-3.26616*ii
-.00787+1.58434*ii, -.0297772-.049519*ii, .835273-.62596*ii, 1.56873e-31+8.39424e-32*ii, 1.52193+1.23601*ii, 1.8377e-31-1.63172e-31*ii, .506318+.629809*ii, .478004-1.29593*ii, 1.38386-1.16187*ii, -.0279345-.0113613*ii, .211704-.12826*ii
-2.58685+6.10412*ii, -1.88931-8.07555*ii, .245906+.374245*ii, 2.61012e-54-5.22024e-53*ii, -1.51658-1.33467*ii, -4.16885e-52-2.27081e-52*ii, -1.0349-3.11415*ii, 4.62504-9.04164*ii, 5.39702-.794339*ii, 1.27882-1.34644*ii, 11.879-4.88151*ii
.185493+1.67999*ii, 3.01798+1.25974*ii, -2.23984-1.10511*ii, 3.59253e-92-7.76634e-92*ii, -1.18579-1.26379*ii, 5.80078e-92+2.22983e-91*ii, -.780193-.585264*ii, -2.4363+1.63086*ii, -1.74223+.405143*ii, -2.68382-3.07841*ii, .823353+.325272*ii
1.43932+5.42656*ii, .810115-4.2408*ii, 2.776+1.59046*ii, 2.92433e-296-1.48964e-296*ii, 2.9156-.300578*ii, -1.91515e-295-2.00307e-295*ii, .29861+1.892*ii, -3.20121-9.18633*ii, 8.15287+2.30007*ii, 4.49685-5.24201*ii, 7.13673+12.3396*ii
-.001512+.526882*ii, -.981802+.394007*ii, -1.1202+.52788*ii, -4.9468e-229-5.35904e-229*ii, -.284918-.264981*ii, -2.06117e-228-1.18517e-228*ii, -.919348-.994226*ii, 3.00285-.028164*ii, .913645+.733535*ii, .445914-.479821*ii, .091586+2.4248*ii
2.77215-5.05474*ii, .892503-2.79205*ii, -3.60827+2.05597*ii, 9.68352e-304+2.34683e-303*ii, .587747-1.04533*ii, 9.84301e-303+1.07544e-302*ii, 4.80697-.050825*ii, 6.0951-2.67092*ii, .960701+4.74543*ii, 1.25999+5.95472*ii, 3.69993+1.05782*ii
-.419468+1.31955*ii, .491643-3.31698*ii, .552813+.720865*ii, -3.27011e-106+1.52605e-105*ii, .475227-.39492*ii, 1.09117e-252-4.36469e-252*ii, -1.887+1.20856*ii, -.87997-1.86401*ii, 1.00206-.3541*ii, 1.33144-.739631*ii, 1.79838+1.74955*ii
1.63806+.859558*ii, -1.5097-.264654*ii, -2.08443-1.32736*ii, 2.00666e-197+2.3411e-197*ii, -.398791-.0333361*ii, 2.6666e-258-4.55273e-259*ii, -4.25798-1.79947*ii, -.544774-1.87152*ii, -2.17495-3.2378*ii, 1.39778+1.27779*ii, 3.09462+.811106*ii
-.340914-.222454*ii, -2.57515+.186975*ii, 2.82821+.707893*ii, -1.01958e-56+6.11747e-56*ii, -.0957895+.0425872*ii, 0, 2.10953+3.2602*ii, -1.34826+1.41358*ii, -.704666-2.63075*ii, -3.7077-.647062*ii, -.882721+.425634*ii
.163946+.1946*ii, 1.25236-.966008*ii, .843773+.793614*ii, 6.40844e-32-8.09887e-32*ii, 1.34525+.421673*ii, -2.15892e-32-6.89557e-32*ii, .152254+.0969324*ii, .393878-.578237*ii, -.648232+.428605*ii, .911671+.089398*ii, -.10967-1.65966*ii
-3.55867+.488747*ii, 1.33668-.725155*ii, -.8439-.615509*ii, -7.65957e-82*ii, 1.16195-1.57103*ii, -1.56486e-81+1.35072e-81*ii, -1.28405-1.31549*ii, -2.11652-2.24192*ii, -.313462+2.27884*ii, -.78718-.105389*ii, -1.61064+1.39093*ii
-5.7053-2.56485*ii, 1.18674-1.93025*ii, -6.91787+3.82659*ii, 1.22796e-202-3.97093e-202*ii, -2.37254-5.59591*ii, -3.27486e-236-2.0655e-236*ii, .754909-.699484*ii, 2.6473+3.64755*ii, -7.5534+7.68943*ii, -.41171+8.94718*ii, 5.77233+.027022*ii
.0814397-.474198*ii, -11.6954+3.60369*ii, -.0602971+.328968*ii, -2.26159e-118+1.36315e-118*ii, -.459166-.0776404*ii, 1.04095e-117+6.81576e-118*ii, -.002663+1.03319*ii, -2.55086-4.943*ii, -.867043-2.97239*ii, -.240148-2.03236*ii, -8.95531+2.12129*ii
-.504655-.42697*ii, .87296+.742222*ii, -1.79915+.337601*ii, -3.18333e-31-6.3478e-33*ii, -.408638-.502019*ii, -8.92245e-118-3.71769e-118*ii, 1.00372-.18823*ii, .328012-.0427013*ii, 1.27828+.534074*ii, -.91058-.520327*ii, 1.00259+.518656*ii
-2.61135-1.8609*ii, -1.95465-2.00883*ii, .730536-1.35802*ii, 9.1252e-210-1.09503e-208*ii, -.914117+.244279*ii, 2.19006e-208+2.19006e-208*ii, 2.15853+2.61256*ii, -2.37003+2.37511*ii, 2.77975-1.60271*ii, -2.07799+.593466*ii, -3.77183+1.05236*ii
.611841+1.35921*ii, -.394919+1.89125*ii, .0371286-.222821*ii, -5.34553e-49-8.55285e-49*ii, .942693-.372663*ii, 4.27642e-49-1.10118e-48*ii, .06837+1.46886*ii, .874146+1.30737*ii, -1.09445-.715228*ii, .203373+.0791078*ii, -.966039-.33502*ii
-5.71028-15.8783*ii, -2.86499-5.48709*ii, -5.6264+1.00388*ii, -6.79039e-313-1.2732e-313*ii, -1.87117+1.16865*ii, 0, -1.61728+7.47569*ii, -4.47699+15.2193*ii, -4.12322+7.86815*ii, 10.814+13.9982*ii, -2.83671+3.37508*ii
-.769107-6.74966*ii, -3.13303+3.55568*ii, 2.37127-1.49152*ii, -6.01354e-73-6.36727e-73*ii, 2.58802-3.49017*ii, 1.17818e-89+4.51637e-89*ii, 1.14237-1.06745*ii, -4.03319-5.15938*ii, -.660147-1.87497*ii, -1.06293+6.55223*ii, -7.2662-3.91035*ii
-.344427+.279285*ii, -.854211+.112097*ii, .759468+1.01877*ii, 5.81678e-32+1.05611e-31*ii, .734918+.280521*ii, -1.77757e-62, -.282452+.487835*ii, .200952+.265738*ii, 1.95161-1.217*ii, -.381473-.392555*ii, .356888-.308963*ii
2.31211-.93921*ii, 2.80369-.309817*ii, .079857+1.37029*ii, 3.65535e-230+1.06279e-230*ii, 2.20334-.213877*ii, 1.19805e-229-7.53614e-230*ii, 1.08056-.321376*ii, 2.44941-2.84968*ii, .160669-.77199*ii, .324215+1.90856*ii, 2.91324-2.3645*ii
.829924-.912863*ii, 4.26307+.83488*ii, -.208515-.0223037*ii, 3.58196e-206+2.61834e-206*ii, .202116+2.93664*ii, 9.34425e-206+1.05123e-206*ii, -.290028-.302571*ii, 2.33774-.955*ii, .172897-1.05277*ii, -.435146-.134584*ii, -.234539+.582451*ii
2.25412-.758809*ii, -2.42598-2.06137*ii, -1.22004+.884073*ii, -8.95933e-300+1.29957e-299*ii, -2.72575-1.79697*ii, -2.98644e-299, -.448513+.574071*ii, .800185+1.40855*ii, 2.52647+.088747*ii, 2.3911+.185106*ii, -.3645+5.33171*ii
-1.71437-.881414*ii, -.297723+.384896*ii, -3.16391+1.91615*ii, 1.50063e-120-8.22926e-121*ii, -.77375+.376413*ii, -3.34011e-120+2.51718e-120*ii, 1.34353+1.79274*ii, -2.26826+.364268*ii, -.581136-3.55358*ii, .102225-.894129*ii, 1.98721+.761628*ii
.121993+.23481*ii, .449073+2.98188*ii, -.101235-.711507*ii, 3.8633e-98+1.79563e-97*ii, -.416959+.54343*ii, 7.62373e-98+1.51103e-97*ii, .163559-.34998*ii, .760341-.533802*ii, -.022954+4.60326*ii, 1.03808-.310695*ii, .878911-.318039*ii
.222241+.251394*ii, -1.42364+.450947*ii, 2.584-.047835*ii, -9.27306e-29-1.72388e-28*ii, -1.29904+.43301*ii, -9.71802e-204+2.68359e-203*ii, -.0959164-.225495*ii, .310765+.401767*ii, -.377853-.171886*ii, -1.82856+.616674*ii, .902332-.102752*ii
4.12036-2.621*ii, -.898615+.33771*ii, -5.56992-.958331*ii, -1.31209e-140+5.77317e-140*ii, -.910391-4.72924*ii, -3.28021e-140+2.93907e-139*ii, .372684+.942994*ii, 6.3697-1.57364*ii, -4.24935+3.4614*ii, 2.66443-.509926*ii, -.462386+3.54111*ii
37.0796-16.5353*ii, 9.6446-16.9033*ii, -.100101-.522427*ii, -4.89299e-295+7.3089e-295*ii, 3.034+1.76455*ii, 4.05853e-305-3.1329e-305*ii, 6.76382-9.38378*ii, -2.31826-18.9367*ii, 31.2821-25.8485*ii, -4.8981-1.67328*ii, 17.4864-26.4293*ii
8.51151+7.86049*ii, -.961412+1.39504*ii, 1.5882+8.76286*ii, 4.48988e-272+7.23955e-272*ii, -5.2698+2.82724*ii, -6.96776e-271+8.3761e-272*ii, -.632772-1.83109*ii, -4.14327+9.2949*ii, -7.09746+1.97981*ii, -6.87572-3.10456*ii, 1.09867+2.18849*ii
.642264+.926503*ii, -.558573+.789796*ii, -.64279-1.11464*ii, -3.03558e-31+5.24939e-32*ii, -1.52511+.419379*ii, 4.52797e-31-2.07443e-31*ii, -.236213-.672454*ii, -1.56307+.413074*ii, -.478733+.217701*ii, .619693+.057468*ii, .047776+.883989*ii
-1.95355+.245664*ii, -1.36401+1.42375*ii, -.501178+2.29179*ii, -1.91761e-93-2.61275e-92*ii, .585091+1.35968*ii, 5.03374e-92+1.15057e-92*ii, -.369218+1.27789*ii, -.444009+2.02281*ii, -.078042+.778598*ii, -1.28966-1.91979*ii, -.158228+1.50432*ii
2.2797-.445293*ii, 2.00901-2.49559*ii, -.965277+.43128*ii, 9.11979e-75+3.869e-75*ii, -.47495+1.31781*ii, -2.02777e-74+3.59265e-75*ii, -.850854-1.42326*ii, -1.92631+1.13652*ii, .217776-4.46636*ii, -.431477+1.63769*ii, -4.33958-1.58776*ii
.741113-.106968*ii, .111389-1.00111*ii, -1.31448-.215618*ii, 8.51592e-109+1.49029e-108*ii, .304654+.19037*ii, 1.12707e-131-7.0442e-132*ii, 1.59172-1.34574*ii, -.937054-1.34486*ii, 1.2295-1.46984*ii, -.181138+.645959*ii, .387009+.563249*ii
-.377744-2.21922*ii, .025199+3.90464*ii, .884118+1.00104*ii, -4.36015e-105-2.49346e-105*ii, -.260351-.412996*ii, -8.7203e-106+1.48245e-104*ii, 4.25795+1.76955*ii, -2.18072-3.41098*ii, .137603+.0052139*ii, -1.94322+1.73869*ii, -3.69096+2.79177*ii
-.0472071-.0133328*ii, -.786066+1.48676*ii, -1.54123-2.35902*ii, -1.44265e-129+7.21326e-130*ii, -.183863+.634412*ii, -1.44265e-129+3.60663e-130*ii, .0005068+.0742639*ii, 2.23049-1.02586*ii, .062137+2.45154*ii, 2.3594-.218545*ii, 2.09809-4.15595*ii
.660192+7.51761*ii, .839297-2.37144*ii, -1.6158-5.00663*ii, 1.91761e-93+2.09739e-93*ii, 1.93326+1.57161*ii, 7.52402e-137-7.95229e-137*ii, 2.10893+2.17415*ii, -4.61904+.616233*ii, 1.82722+2.1528*ii, -6.61452-.185146*ii, 7.75922-2.5051*ii
2.4951+2.31823*ii, -1.34265+1.55188*ii, -.195455+1.24535*ii, 0, -1.217+.565737*ii, 0, -.957737-2.35008*ii, .696158-2.21158*ii, .345333-.199719*ii, -.835108-.987696*ii, -.048476+3.07657*ii
11.6962-6.62583*ii, -4.47086+5.14424*ii, -.0981873+.0288819*ii, -1.73361e-288-5.62169e-289*ii, -5.11715-3.24646*ii, -2.33189e-287+2.66795e-288*ii, -1.044+1.95717*ii, 13.5966-5.081*ii, -6.45439+5.97235*ii, .145203-.317113*ii, 9.04601+2.79663*ii
-2.33815-1.1484*ii, -1.84695-1.22684*ii, -.11155+.67795*ii, -5.30182e-89+3.19091e-89*ii, 3.8157-4.12596*ii, 2.06918e-88+9.81819e-89*ii, -.132458-.444196*ii, -1.9508-3.50341*ii, -1.23762+.457689*ii, .518883-.557644*ii, 2.48421+2.47364*ii
1.82503-2.99683*ii, 1.37067+.500076*ii, -3.83689-1.62149*ii, 1.15913e-69, .414433+.665552*ii, -4.10761e-101+6.78649e-101*ii, -2.01426-3.99639*ii, 3.83939-1.31605*ii, 1.22946+.876775*ii, -2.22411-2.07063*ii, -.717685+5.89122*ii
-.952399-.685996*ii, 1.99054+.565059*ii, -1.3422-1.13013*ii, 0, 3.13859+.530704*ii, 0, -.330944-.162609*ii, 2.60462-2.31324*ii, 3.96921+2.4647*ii, -1.01655-1.50399*ii, 1.19811-2.74847*ii
5.63731-9.06606*ii, -.75113-9.6912*ii, .122165+.63653*ii, 4.00604e-79+2.18223e-79*ii, 1.81644+.462989*ii, -2.74941e-78+5.22893e-79*ii, 1.7196-5.42941*ii, -5.4615+4.83782*ii, -.597735-3.60854*ii, 3.03849-.831023*ii, -1.4034-1.00816*ii
.938737-1.28602*ii, -.480445+1.67583*ii, .965206-.273633*ii, 9.29202e-253-5.55976e-252*ii, 1.67395-.20796*ii, 2.61924e-252+9.35169e-252*ii, .646262-.687967*ii, -1.62395+.752819*ii, -1.26048+1.49805*ii, -.002584+.874492*ii, 2.16521-.896458*ii
2.44315+3.40329*ii, -1.35239-.780513*ii, .244593+2.87328*ii, -3.04553e-115-5.07588e-116*ii, -.5593+.746059*ii, -3.41497e-285-4.20305e-285*ii, 1.34872-4.28584*ii, 4.40287-1.24024*ii, -.22629+3.45953*ii, .955923-2.03835*ii, 1.1495-3.12922*ii
.524407+1.24787*ii, .642845+.483551*ii, 2.22814-.117532*ii, 3.10866e-51-2.16705e-51*ii, -1.0138-2.04632*ii, -2.44046e-51-9.78013e-51*ii, -.591572-.036812*ii, 1.11919-2.49214*ii, -1.50962-1.99663*ii, .744591+.500932*ii, 1.28592-1.74058*ii
.234137+.195998*ii, .202187-.705985*ii, .301373+1.68131*ii, 3.76325e-48-9.23707e-48*ii, .0193556-.138818*ii, -8.6559e-129+1.50036e-127*ii, -1.15429+1.84759*ii, -.270078+.548461*ii, -.101745+.507279*ii, .623959+.063587*ii, -2.44817-1.44784*ii
-5.11478-7.6488*ii, -7.50649-2.51281*ii, -5.14871+2.06267*ii, 4.9546e-245-2.6163e-245*ii, .5423+.100276*ii, -2.0096e-244-1.06972e-244*ii, -11.6416-11.9517*ii, -2.89327-4.1544*ii, 4.38737-20.1754*ii, 21.9159-1.27283*ii, -8.42513-2.02302*ii
-.138407+.11921*ii, -.477082-.117441*ii, .91376+.003913*ii, 3.39217e-57-4.77928e-58*ii, -.391855-.197861*ii, 2.6286e-57+1.59309e-57*ii, .159048-.384529*ii, .724952+.616871*ii, -.446308-1.15717*ii, -.217739-.0545899*ii, -.493801-1.71199*ii
-1.41128+.321717*ii, .19937+.220251*ii, -1.34004-.933125*ii, 1.23708e-45+3.06534e-46*ii, .959387+.265037*ii, -1.05097e-45-2.36469e-45*ii, -1.28065+.689123*ii, -1.01075-1.78453*ii, -.677393-.537212*ii, -.0308208-.240591*ii, -.291471-.385786*ii
.665729-3.08355*ii, -1.75003-.960827*ii, .68171-.275915*ii, -3.35894e-138-6.71788e-139*ii, .736809+.71796*ii, -7.00818e-207-3.27049e-206*ii, -1.62833-2.59833*ii, .812976-.309495*ii, .322263+2.02132*ii, -.729059-.086074*ii, -.180552+1.00566*ii
-1.14831+.141415*ii, .696707-.780112*ii, -1.6135-2.20613*ii, 4.61854e-48+7.52651e-48*ii, .010645+.464891*ii, -4.10537e-48+1.00496e-48*ii, .247501+2.47572*ii, .13653+.4469*ii, .040589+1.02211*ii, -1.42258-.139157*ii, -.946305+1.1494*ii
-.851171-1.78475*ii, -1.1749+4.0359*ii, 1.7414-.435202*ii, -2.15929e-178+1.54235e-179*ii, -1.68586+1.66734*ii, 1.23388e-178-6.78633e-178*ii, -.274064+.787603*ii, -1.06626+3.7749*ii, 3.43364-1.98817*ii, -.144772+3.76973*ii, -1.5882-4.317*ii
