variable ordering: ad, T, omega, theta, sintheta, d, g, L, j, Pi, Tj
-5.99255e-95+2.39702e-94*ii, -.659993-3.45025*ii, .574985-.020255*ii, 1.20444-.460212*ii, -1.77082+2.03478*ii, -3.83387e-119+1.7233e-119*ii, -2.99627e-93+1.13858e-93*ii, .363615-.0911245*ii, -1.29804-.16104*ii, -.224686-.985235*ii, -3.20577+1.83822*ii
9.95682e-60*ii, .108015-1.35675*ii, .821047-1.19424*ii, 1.42848+1.74527*ii, -1.2057-.681279*ii, -2.79755e-316-5.38788e-316*ii, 1.99136e-59-9.95682e-60*ii, -.815966+.469013*ii, .900463+.483775*ii, -.7658-.621475*ii, -2.47941+.13523*ii
3.9563e-32+1.39652e-32*ii, 1.70301-1.35801*ii, .630399+.645822*ii, -.265501-.741922*ii, 1.07858-.346397*ii, -2.69911e-179-4.91624e-179*ii, 2.94815e-32+2.24161e-32*ii, .106837-.532512*ii, -.63967-1.87384*ii, .975303+.121877*ii, 1.15855+.585902*ii
2.45584e-31-4.63209e-31*ii, -.529422+2.62176*ii, .294697-1.09933*ii, 2.32918+1.09084*ii, .684038-.096434*ii, 1.16359e-259-1.06705e-260*ii, 4.45629e-31-6.14345e-31*ii, -1.9913+.46894*ii, -.625955+.647142*ii, 1.36308+.677318*ii, -.04798-.843393*ii
7.17462e-43-3.58732e-43*ii, 1.50532-.398634*ii, .148608-1.87698*ii, 1.19811+.340958*ii, .920126-4.98122*ii, -4.4852e-204-5.99028e-203*ii, 6.81592e-42+6.9056e-42*ii, .749629-2.78545*ii, 1.12402-.686499*ii, -.262262-1.44235*ii, 2.10461-.114221*ii
8.36109e-199*ii, -1.44222+1.61287*ii, .424903-3.76735*ii, .12188+4.398*ii, 3.71633-4.19671*ii, 0, -4.18054e-199-2.09027e-199*ii, -3.53198-2.08807*ii, 2.29336+3.6972*ii, 2.73172+3.05933*ii, 2.81051-1.40704*ii
-9.1143e-34-3.98782e-32*ii, .996203-3.14993*ii, -.941952+.46465*ii, 2.20571-.281736*ii, -.921349+.612252*ii, 5.66821e-230-1.54588e-229*ii, -1.92654e-32+3.04802e-32*ii, 1.33539-.875265*ii, -.494751-.223434*ii, .262621+1.71499*ii, .521729-.208854*ii
3.13215e-52+5.2202e-54*ii, 5.2127+9.86023*ii, -3.15636-1.9755*ii, -11.9798+10.0169*ii, 4.90352+7.83462*ii, 1.7912e-125+8.36508e-125*ii, -1.95498e-51-2.44307e-51*ii, -3.94918+7.51113*ii, 9.43284-2.27789*ii, 1.51286-20.71*ii, -3.40552-3.90124*ii
-1.96003e-31+1.91026e-30*ii, 1.05129+.605604*ii, 1.39525+.987724*ii, 2.53467+2.41029*ii, 1.39265-2.37585*ii, 3.91692e-65+5.34126e-66*ii, -6.34411e-31+2.89373e-31*ii, -.75577+2.32178*ii, -6.32391-1.95356*ii, .434326+.941679*ii, .353716-1.16176*ii
-3.21167e-55+8.9213e-57*ii, -.090849-1.5151*ii, -.128762+.232617*ii, -1.2649+1.67736*ii, .565309-.911835*ii, -4.89293e-76-3.41129e-76*ii, -9.78796e-55-3.09952e-54*ii, 1.11127+1.71214*ii, -1.92394+2.24113*ii, .182068+.0869771*ii, 2.4292+1.93042*ii
3.42114e-49-8.55285e-49*ii, 1.11656-1.84909*ii, -.639103+.003250*ii, -.35547+.40585*ii, .681706+.832134*ii, 1.19907e-234-2.28019e-234*ii, -2.05268e-47+1.36846e-48*ii, -1.753-1.84114*ii, 2.9228+1.47655*ii, -.353793+.592694*ii, .031596-.612711*ii
-1.0357e-50-5.84667e-51*ii, .083744+2.00598*ii, 1.58351+1.39843*ii, .7733+.001400*ii, -3.09854+2.35517*ii, -1.60784e-51+2.79805e-51*ii, 1.37814e-51+3.02774e-51*ii, -1.24841-.301121*ii, 1.48916+.152934*ii, -1.33631+1.6468*ii, 1.34989+1.18609*ii
-1.65464e-32-2.9957e-31*ii, -1.68803-.801031*ii, -.581972-.241186*ii, .906737-1.95482*ii, 1.35683+.075465*ii, 7.64684e-57-4.381e-57*ii, -2.43991e-32-2.19429e-31*ii, .828237-1.59466*ii, .533535-1.31851*ii, .394595+.436654*ii, 1.16115+.284157*ii

component_2:
equations:
-sintheta*g+ad
T*omega-2*Pi
omega^2*d-ad
-4.04*d*L*j^2*Pi^2+1.01*d*g*Tj^2
points:
2.20164e-24-1.58227e-24*ii, -5.66824+11.0636*ii, -.718448-2.53206*ii, -12.7499-.35539*ii, -2.19228e-25+1.48836e-25*ii, -3.84131e-25+1.39092e-26*ii, -12.228+.1689*ii, 7.79036+6.36371*ii, -.88105-8.25579*ii, 16.043+3.20186*ii, 10.9152-13.4653*ii
6.25093e-27-2.42717e-26*ii, -.341227-.729155*ii, -.227626-.689385*ii, 1.88122+.308195*ii, 8.52853e-26-4.81394e-26*ii, -1.98067e-26+6.03321e-26*ii, .252013-.219688*ii, -.485811+.344169*ii, .981209-.740459*ii, -.212498+.200606*ii, .155269+1.50389*ii
-1.48132e-64+9.78587e-65*ii, 4.27023-2.67778*ii, .332756-1.37372*ii, -.224551+.182651*ii, -1.21543e-63-1.44333e-63*ii, 9.31087e-78-2.0241e-79*ii, 2.5007-1.78673*ii, 1.76928-2.10316*ii, 2.6214-1.47042*ii, -1.12879-3.37857*ii, .905119+4.20685*ii
-7.65765e-226+2.88728e-226*ii, -1.54969+1.72593*ii, -3.76724-6.11323*ii, 3.28019-.389952*ii, 1.35081e-225-5.74093e-225*ii, -3.04022e-229+1.31399e-229*ii, 2.74942+3.42025*ii, 4.44978-4.88845*ii, -2.42313+1.40674*ii, 8.19453+1.48582*ii, -2.45445+.963655*ii
-3.29406e-73-2.04391e-72*ii, 1.10787+.661709*ii, -1.09279+3.02778*ii, -.204761-1.12615*ii, 5.6598e-73-9.90465e-73*ii, 0, -2.75772-4.65399*ii, .801153-1.66913*ii, 3.5663-.115625*ii, -1.60709+1.31564*ii, -2.79773-6.08876*ii
1.55827e-145+5.36509e-146*ii, 4.68333-.083065*ii, 2.10969+2.95124*ii, -.387623+.827384*ii, 6.00625e-146-6.00625e-146*ii, 2.77623e-178-6.92129e-178*ii, 1.59984-10.4288*ii, 4.2142+1.91609*ii, -1.2438-1.7735*ii, 5.06277+6.82319*ii, -.834627+6.54405*ii
-1.77847e-31-2.62535e-31*ii, -1.00077+.769765*ii, -1.33938+.494432*ii, 1.06213-1.31885*ii, -2.00378e-31-3.74971e-31*ii, 9.70139e-32+3.73204e-32*ii, .741776-.077902*ii, .756274-.286923*ii, -.336002+.591385*ii, .479906-.76291*ii, -.763515-1.02501*ii
1.28079e-50-1.63545e-51*ii, -1.33095-.647979*ii, -2.23244+1.7*ii, -.14282+.86384*ii, 9.72886e-49+8.5529e-50*ii, -4.97592e-79+4.38555e-79*ii, -.392571-.721784*ii, -2.16537-.849706*ii, -1.51641+1.02644*ii, 2.03642-.40802*ii, 3.24891-.26273*ii
-4.84631e-83-2.02097e-82*ii, 1.44754-.252901*ii, -1.27427+1.12665*ii, 2.91775-2.54311*ii, 4.61221e-82+6.58887e-83*ii, 5.96114e-108+4.42828e-107*ii, 4.07709+.314665*ii, .0374757-.211023*ii, -2.53731-.812783*ii, -.779814+.976569*ii, 2.77386-1.0122*ii
-1.01567e-70-1.0005e-70*ii, -4.56863+.787697*ii, .206997-2.11201*ii, .527908-7.61528*ii, 9.96125e-71+1.81114e-71*ii, -6.62434e-169+7.26607e-169*ii, 9.54118+3.33563*ii, .165958-1.42843*ii, 9.95855+2.27326*ii, .358965+4.90602*ii, -6.41587+2.33138*ii
1.21233e-72-2.77921e-72*ii, 3.98287+2.45368*ii, 1.93346-2.41378*ii, -.192513-5.31061*ii, 3.39588e-72-1.13196e-72*ii, -1.68248e-214+2.72905e-214*ii, 2.92029+4.69289*ii, -10.4521-.77228*ii, -2.39128+1.8265*ii, 6.81169-2.43484*ii, .101689-4.51699*ii
-6.74316e-30+3.69254e-30*ii, -.149116-1.02128*ii, -1.70325-.292979*ii, .757008-1.42836*ii, 4.81509e-30-1.61884e-29*ii, -2.05964e-30+2.6147e-30*ii, -.323384-.320354*ii, -.659711-.442774*ii, -.126727-.280364*ii, -.022616+.891591*ii, 1.44987-1.16724*ii
1.03312e-62+1.21543e-62*ii, -.626161-.006626*ii, 2.12446-1.53426*ii, .085881-.556401*ii, 1.31419e-62+2.43087e-63*ii, -3.03858e-64+1.82315e-63*ii, .878944+.696654*ii, -1.40355+1.1385*ii, .568226-1.88423*ii, -.670209+.473308*ii, 1.44389-1.30476*ii
3.54252e-162-4.96648e-162*ii, -3.36629+6.01737*ii, 1.39383-1.39512*ii, -9.07963-8.25533*ii, 8.68265e-163-1.77994e-163*ii, 1.04192e-162+4.16767e-163*ii, 5.64435-5.0923*ii, -4.22829-1.09689*ii, -3.26978+6.37657*ii, 1.85144+6.54179*ii, 1.94111-14.1796*ii
1.04795e-72-2.47616e-73*ii, -1.36244+.378288*ii, .413701-.553743*ii, -.291056+.083897*ii, 7.07475e-74+3.20575e-73*ii, -2.8299e-72+1.95882e-72*ii, .627553-3.62772*ii, .409979-1.52674*ii, -1.31447-1.60132*ii, -.177084+.455469*ii, -.0737186-.212406*ii
9.95173e-32+8.06335e-32*ii, -1.50837+.099477*ii, -.903464+.218237*ii, .079254-.567602*ii, -5.39022e-32-1.45668e-31*ii, 1.41642e-219-4.07222e-219*ii, -.709231+.420739*ii, -1.21773-1.25165*ii, .203297-.655657*ii, .670523-.209527*ii, 1.41547+1.0999*ii
-1.05211e-30+1.18383e-30*ii, -.453082+1.9654*ii, 2.26297+1.3414*ii, 1.56332+2.74338*ii, -3.85911e-30+3.01013e-30*ii, -2.69114e-204-5.50688e-204*ii, .318269-.0585115*ii, 3.5305+1.21259*ii, -1.44107-2.28847*ii, -1.83085+1.91994*ii, -1.6879-3.39969*ii
3.00262e-204+5.8931e-204*ii, .734177-1.79913*ii, 3.19926+23.3095*ii, -3.09926-5.32296*ii, -1.8085e-205+1.55348e-205*ii, -4.42878e-207-1.93455e-206*ii, 8.51342-33.4761*ii, -7.69988-1.31961*ii, 4.82007-16.2962*ii, 22.1428+5.67869*ii, 13.516+3.02016*ii
-1.40879e-84-1.4075e-86*ii, -4.4514-2.66547*ii, 1.78058-.105218*ii, -1.3733-.222315*ii, -2.05902e-84-2.57378e-84*ii, 0, 1.96593+5.81014*ii, .458963-4.88967*ii, 1.87148+1.23057*ii, -4.10326-2.13885*ii, -.044890-2.52409*ii
-8.69373e-107+3.87239e-106*ii, 1.14566-2.60941*ii, -1.72472-.770081*ii, 1.79401-6.0165*ii, -1.09004e-105-1.63506e-105*ii, -2.7491e-168+1.32487e-168*ii, .430696-6.65544*ii, -3.41088+.743576*ii, 1.41016-2.52243*ii, -1.9927+1.80913*ii, -5.55632+9.49336*ii
2.12614e-99-6.95258e-99*ii, 2.6076+3.12419*ii, -.926708-.137172*ii, -1.40904-.202941*ii, 1.82878e-99-5.48634e-99*ii, -2.03035e-112+6.31521e-111*ii, 5.74664+2.36329*ii, .725327-1.34813*ii, -1.19847+1.74987*ii, -.993966-1.62645*ii, -3.18945+2.43086*ii
6.62142e-159-5.49554e-159*ii, -3.86507+5.71686*ii, -1.37135-.801018*ii, .913051+3.80619*ii, 1.27462e-155-3.75102e-156*ii, -8.74256e-197+6.52296e-197*ii, -3.34557+1.25591*ii, -1.66381-1.51334*ii, -6.38205-7.16747*ii, 4.93983-2.37191*ii, 3.12557-5.46985*ii
-1.19252e-92+2.51687e-92*ii, .931182+.369593*ii, 14.7899+12.7754*ii, -4.69127-18.6838*ii, -1.64795e-93-2.11237e-93*ii, 1.37641e-94+9.73789e-95*ii, -6.34342-12.5296*ii, -3.20989+12.7149*ii, -21.1826-3.30954*ii, 4.5252+8.68122*ii, 2.46901+13.0387*ii
6.34723e-145-4.67252e-145*ii, -.332484+.549497*ii, .896769-1.14599*ii, -1.68771+.770038*ii, -3.9401e-142+1.42869e-142*ii, 0, -1.60615+.009399*ii, 2.19399+.432009*ii, -1.23249+.766069*ii, .165778+.436898*ii, -1.1521-.464812*ii
2.39132e-65-1.37331e-65*ii, -.282077+1.18644*ii, -.875655+1.40531*ii, -.319634+4.07878*ii, -5.12761e-64-3.79823e-65*ii, 0, -.983393-.85306*ii, 5.891-.403905*ii, -.152517+.98095*ii, -.710158-.717659*ii, -3.54153-1.52239*ii
4.62441e-32+4.04944e-32*ii, 1.19489+2.19601*ii, .010686-2.03506*ii, -.5247-.159403*ii, 1.84779e-31-2.20951e-32*ii, -1.32755e-32-5.49618e-33*ii, .220903+.245565*ii, -.726125-.382747*ii, -.113346-.374034*ii, 2.2409-1.2041*ii, 1.22152-1.17007*ii
3.44145e-113+4.05662e-113*ii, 1.52254-4.00646*ii, 5.02393+2.053*ii, -.072222+6.38924*ii, 2.33897e-112+3.50845e-112*ii, 2.60532e-227+2.73723e-227*ii, 6.02262-7.79151*ii, 5.37606-15.3646*ii, -5.23593+6.3484*ii, 7.93721-8.5012*ii, -.52429+9.00701*ii
1.86741e-31-1.02361e-31*ii, 2.41473+1.42639*ii, -1.74338+.196604*ii, 1.18673-1.8701*ii, 3.46104e-31+7.13891e-32*ii, -3.5221e-133+4.22652e-132*ii, .459018-.390431*ii, -1.1191-1.72235*ii, -.46311+2.45395*ii, -2.24511-1.006*ii, .975225-2.35483*ii
-1.55882e-77+1.91729e-77*ii, -7.56606-2.95971*ii, .7366+1.20073*ii, 10.7055-3.2853*ii, 8.63617e-78+2.80675e-77*ii, -1.87462e-242+2.81193e-242*ii, -3.64306+1.28808*ii, -2.99056-2.08882*ii, .024957+2.50548*ii, -1.00967-5.63248*ii, -8.6831+4.18212*ii
1.04405e-53+4.04569e-53*ii, .318969-.938317*ii, -4.76772+.472397*ii, .293687-5.13375*ii, 3.26265e-54-1.04405e-53*ii, 2.93639e-54+7.09627e-54*ii, -2.02132+6.41411*ii, -3.64396-2.00027*ii, -5.64956-2.03321*ii, -.538748+2.31216*ii, -3.07762+.678218*ii
1.37791e-195-3.25748e-195*ii, 2.05203-.058244*ii, 6.87604-4.05042*ii, -1.37876-3.16901*ii, 6.18721e-196-4.39793e-196*ii, 8.40551e-197-7.1069e-198*ii, 4.66622-2.94452*ii, 6.54879+.691571*ii, 2.1453+3.08842*ii, 6.93698-4.35604*ii, -2.89108-4.63865*ii
7.63916e-30-1.63757e-29*ii, 6.44445-11.0551*ii, -1.19054+.544825*ii, -2.25563+5.72906*ii, -1.6746e-29-8.47384e-30*ii, 1.92634e-217+2.5053e-218*ii, .030774+.962315*ii, 23.9663-5.83812*ii, -10.4769+2.20912*ii, -.82462+8.33631*ii, .18364-11.8822*ii
-6.84289e-61+2.4848e-61*ii, 1.02015+4.13553*ii, -11.4853+6.22621*ii, -8.4334+33.4764*ii, 2.56699e-60-7.36552e-61*ii, -4.71336e-63-4.44986e-63*ii, 2.37082+16.6499*ii, -3.6524-64.2197*ii, -23.7551-11.4905*ii, -18.7327-20.5731*ii, 12.0629+11.6888*ii
-1.15237e-107-3.48152e-107*ii, -1.57645-1.20582*ii, .397222-1.6067*ii, -.478662+.0649675*ii, 5.36333e-105-3.16111e-105*ii, -4.24817e-145+5.02241e-145*ii, 1.45483-.483198*ii, .563328+.922828*ii, -.502397+1.77832*ii, -1.28179+1.02695*ii, .182385-.747757*ii
-2.58766e-108-3.11272e-108*ii, -.836639+.065566*ii, -.941913+.409927*ii, -.979622+.563008*ii, -4.5986e-107-5.45019e-107*ii, 9.77725e-197+3.3444e-198*ii, 1.27669-.832437*ii, 5.36432-1.59576*ii, .397357+.0319619*ii, .380582-.202359*ii, -.616985-.48445*ii
4.02738e-175-1.63464e-174*ii, -2.51375+1.58083*ii, 3.45791+1.65054*ii, .644196+.18654*ii, 7.20585e-175+3.29939e-175*ii, -7.13182e-176-9.20474e-176*ii, -.394197-2.08839*ii, .0101549+.0207196*ii, 2.53369+4.0464*ii, -5.65078+.658641*ii, -1.30286-.566209*ii
7.54906e-57-8.277e-59*ii, -.012174-3.05737*ii, .209962+2.96956*ii, .535474+1.91139*ii, -2.54895e-57+4.07832e-56*ii, -3.13354e-64-1.32938e-64*ii, -.971867+2.5205*ii, 2.21691-1.92484*ii, -1.49327-1.64577*ii, 4.53825-.339041*ii, -3.02171-3.61607*ii
2.59003e-105+2.59123e-105*ii, .266641-.46921*ii, .500128-.836436*ii, .74817-.944854*ii, -1.39525e-104+3.48812e-105*ii, -7.14684e-113-3.24857e-113*ii, 1.2527-2.93874*ii, -1.88029-1.95353*ii, 2.39527-.012514*ii, -.129555-.228847*ii, .00406+2.27611*ii
-5.97409e-59-6.72086e-59*ii, .491826+.658421*ii, -1.0001+2.46795*ii, -2.05396+.355853*ii, -5.10287e-59-8.71222e-60*ii, 4.97841e-60+3.26708e-60*ii, 1.45697+1.20287*ii, -3.91089+1.04068*ii, -1.11661+.780527*ii, -1.05841+.277658*ii, .460027-1.35712*ii
-2.091e-257+6.18911e-256*ii, -2.17293+1.26835*ii, 1.28979+.670473*ii, 2.96385-.480099*ii, -3.1968e-255-3.7296e-255*ii, 0, -2.48188+1.16546*ii, -.201108+1.67351*ii, -.159132-.0873918*ii, -1.82651+.089508*ii, -.134549+1.21976*ii
2.49355e-69+2.52952e-69*ii, -.851925+.936468*ii, .036905+.650284*ii, .128728-1.39989*ii, -5.75941e-67-7.53432e-67*ii, -1.84025e-83+1.22705e-82*ii, -.669721-2.30239*ii, .172496+.280808*ii, -1.01602+1.3388*ii, -.320205-.259717*ii, 1.92834-.004213*ii
1.42156e-266+1.16299e-266*ii, 1.55222-3.90385*ii, 1.91754+.962178*ii, 2.01497-1.63775*ii, 1.06607e-266-1.93831e-267*ii, 3.64806e-267+5.48179e-267*ii, .419039+1.23277*ii, .3229-1.88853*ii, -5.1893-.847253*ii, 3.36632-2.99613*ii, -2.0327+1.40024*ii
-7.35431e-182+2.27702e-182*ii, -.017722+1.891*ii, .932238-1.76119*ii, 2.6828-7.80131*ii, -1.80744e-181-3.61488e-181*ii, -1.8774e-274-6.35428e-274*ii, -2.35295+2.60471*ii, 2.68576-2.23151*ii, -2.59621+2.27496*ii, 1.65695+.897037*ii, -4.97835+4.59802*ii
-3.92675e-32+8.7623e-32*ii, -.387141-2.06948*ii, -.710004-.332464*ii, .941692+1.05681*ii, -5.33246e-32-1.02886e-31*ii, 1.01958e-54+1.75368e-54*ii, -.515395-.648786*ii, -1.55259+.261416*ii, -1.18927+1.5805*ii, -.206579+.799026*ii, -.745968-.876659*ii
4.40519e-109+1.2101e-108*ii, .255356+1.26439*ii, 3.5573+1.27951*ii, 1.88865-1.75217*ii, 5.79083e-107+5.6169e-108*ii, -1.35281e-257-2.08125e-258*ii, -1.53906-.282633*ii, -1.82136+1.07686*ii, .870624+2.58999*ii, -.354709+2.41227*ii, .154238-1.68824*ii
2.01888e-63-6.78347e-63*ii, -1.37585-5.00079*ii, -.016107-1.05326*ii, -2.7669-.935607*ii, 5.46945e-62+6.80642e-62*ii, 2.55273e-89-5.05637e-89*ii, 1.13355-1.71489*ii, 3.81249-.625383*ii, 3.76821+3.31367*ii, -2.62248+.764833*ii, -3.41167-.590677*ii
-2.93294e-32+6.51019e-31*ii, .806213+.300671*ii, .719948-.609865*ii, -.482492+.221446*ii, -2.20006e-30-4.12483e-31*ii, 1.67056e-75+6.9089e-77*ii, -.040717-.288276*ii, -.505463-.729331*ii, -1.15142+.294401*ii, .3819-.137607*ii, -.985241-.324739*ii
1.19458e-297+5.49506e-298*ii, 2.0858-1.00166*ii, -1.9895+3.01581*ii, .687055-6.23839*ii, 1.16471e-298+9.55662e-299*ii, -8.95933e-299+3.88238e-299*ii, 9.71582-2.23336*ii, 2.23492+2.31633*ii, -3.21242-.57936*ii, -.56444+4.14159*ii, 3.41792-.838284*ii
2.1217e-65-6.20179e-64*ii, 1.12479+.181315*ii, -.274233-.0371486*ii, -.710731+.544755*ii, -1.18695e-65+4.22998e-64*ii, -1.06825e-64-1.55312e-63*ii, -2.06884-.697128*ii, .402047-.303602*ii, .376654+.580626*ii, -.15086-.0457535*ii, -.650163-.750081*ii
7.6304e-49-3.88232e-48*ii, -.128784+.610302*ii, -.960177-.810444*ii, 2.94021-.145958*ii, -2.18953e-47+3.68115e-46*ii, -3.11258e-79+2.29029e-79*ii, -2.6497-1.9209*ii, -.752278-1.22877*ii, .08749+.343015*ii, .309135-.240813*ii, .718818+1.16535*ii
-1.11421e-31+3.12293e-31*ii, -1.40749-.055904*ii, -.113494-.186891*ii, .173012+.986994*ii, -2.21215e-31+3.99235e-31*ii, 9.17376e-103*ii, .716797-.118089*ii, .570754+.636789*ii, -.25034+1.6151*ii, .0746466+.134696*ii, -.850946-.84365*ii
4.08042e-59-6.08988e-58*ii, -.985749-.569323*ii, .37426+.0503204*ii, -1.30807-.434377*ii, -7.16891e-58+6.37237e-58*ii, 1.37468e-172+1.55662e-172*ii, -3.18612-1.20978*ii, -.19516-.56242*ii, 2.19589+3.65397*ii, -.170139-.131339*ii, -1.34719-.163899*ii
-2.74513e-84+1.36605e-85*ii, 3.23021+.579739*ii, 3.38922+7.92343*ii, 2.284-7.85773*ii, -4.11805e-84+7.72134e-85*ii, -6.50616e-106+1.15817e-106*ii, -2.50187-5.71514*ii, -12.8845-1.81579*ii, -.38188+1.73241*ii, 3.17719+13.7796*ii, -5.8204+7.75623*ii
1.38714e-31+2.69053e-31*ii, .0367527-.261309*ii, 2.20887-.015835*ii, -.364589+.682199*ii, 1.3902e-31+1.11463e-31*ii, 2.76353e-32+5.5543e-32*ii, 1.5519+.691077*ii, -.049486+1.12986*ii, .119816-1.83998*ii, .038522-.28889*ii, -.802109+.148505*ii
-1.62032e-113+2.40992e-113*ii, 3.04454-2.23821*ii, .239766+.450022*ii, .889006+3.10433*ii, 1.09152e-111-7.27679e-112*ii, -1.75282e-218-1.77496e-218*ii, .410887-1.63668*ii, -3.09092-.535181*ii, .183445+1.10602*ii, .868611+.416731*ii, 1.87715-.847691*ii
-3.03404e-227-1.26638e-226*ii, .818958-.14204*ii, .954942+.120721*ii, 1.69471+3.37261*ii, 1.31915e-227-2.37447e-227*ii, -5.80425e-227-5.27659e-228*ii, 2.43094-2.47164*ii, -.620201-1.03848*ii, -1.27573+1.58287*ii, .399602-.0183873*ii, -.489195+.717796*ii
3.95688e-31+8.6276e-32*ii, .744865+.308662*ii, 1.56436-.926049*ii, .545745+.914024*ii, -5.18085e-31+5.76947e-32*ii, 2.75164e-135-4.47142e-135*ii, -.736079-.2485*ii, -2.57623+1.695*ii, .491666+1.29178*ii, .725537-.103461*ii, -2.68866+.632484*ii
1.0726e-53+4.95923e-53*ii, .642411+.038400*ii, 1.9308-.400868*ii, -1.00597+1.54917*ii, 5.61176e-53+8.1566e-55*ii, 1.6313e-55+1.20718e-53*ii, .436912+.999362*ii, .288664+1.00391*ii, 3.29089+1.1299*ii, .62788-.091689*ii, -1.80358+.457569*ii
6.15797e-31+9.48207e-31*ii, -2.37816+3.93156*ii, 2.77041+.844561*ii, -2.61304+.227069*ii, 1.18462e-31+3.98397e-32*ii, -8.87323e-143+1.79387e-143*ii, 7.08847+5.62042*ii, -4.8957+3.9072*ii, 5.96552-2.51075*ii, -4.95447+4.44177*ii, 2.69151-9.49078*ii
-1.10407e-65-2.1875e-65*ii, .108705+2.2589*ii, -5.94222+.373853*ii, 2.03402-16.4881*ii, -6.6469e-65+2.42137e-64*ii, -2.94676e-101-1.21666e-101*ii, -8.33157-2.88338*ii, 12.548-.58944*ii, -2.23363-5.65983*ii, -.745221-6.69112*ii, 2.09953+1.92227*ii
-4.04691e-156-2.60386e-156*ii, 2.81821+.222036*ii, -6.354+3.48182*ii, 6.77967+5.54346*ii, 2.8622e-157+1.88917e-157*ii, 1.65018e-158-1.05839e-157*ii, -14.9878+.07205*ii, -10.7616+4.40583*ii, 2.42901-1.61461*ii, -9.33999+4.20084*ii, 3.61093-.653855*ii
9.48785e-120-1.47643e-119*ii, -1.02158-3.09628*ii, .0772187+.481486*ii, -.322071+1.30726*ii, 3.09807e-120*ii, 8.22926e-121+3.75157e-121*ii, 2.77093-.820069*ii, -.007587+.81671*ii, -1.14751+.197549*ii, .705964-.365484*ii, -.247218-1.65589*ii
-2.9087e-117-2.57943e-115*ii, -1.07593+.618242*ii, .728441+.563109*ii, -2.85923+5.20907*ii, -5.50226e-113-2.22019e-112*ii, -7.65102e-181+1.24726e-180*ii, -3.44637+.211032*ii, 3.08519+.024402*ii, -3.06208-1.06545*ii, -.565945-.077758*ii, -2.03197-.939701*ii
-4.71759e-48-3.14623e-49*ii, -1.50704-.741977*ii, 2.77165-1.90839*ii, -2.61303-3.29254*ii, 3.0106e-47+2.18953e-47*ii, 1.43374e-79+2.53013e-80*ii, 1.34973+.497172*ii, -1.03721-1.24076*ii, .670939-.115212*ii, -2.79648+.40976*ii, -1.4237+1.79047*ii
4.14675e-30+5.88128e-30*ii, -1.65868-.283487*ii, .608878-.187134*ii, .455888-.979136*ii, -2.7831e-29-7.98894e-29*ii, 2.43401e-36+2.29001e-36*ii, -.0817752+.0234213*ii, .915423+.583793*ii, 1.05442+1.18648*ii, -.531491+.068894*ii, -1.46963+.636338*ii
-7.142e-98-1.20528e-95*ii, 9.98864-16.3729*ii, .824234-1.2799*ii, 2.55899+2.84213*ii, -1.90076e-94+8.31466e-94*ii, -6.47605e-282+1.21317e-281*ii, -3.95353+1.0065*ii, -3.20404-9.25306*ii, -4.54696+7.08198*ii, -6.36133-13.1398*ii, -9.46875-2.38256*ii
-1.59229e-77+2.6988e-78*ii, 2.72723+.171296*ii, -.62028+1.38386*ii, 1.51417+6.99296*ii, -6.74701e-79-3.39037e-78*ii, 5.53255e-78-6.20725e-78*ii, 1.55499-6.80299*ii, 1.21697+1.95551*ii, -.623042+2.09586*ii, -.96435+1.83393*ii, -.671189-.62954*ii
3.43561e-31+3.0106e-32*ii, -.525397-1.15737*ii, 1.68694+.249209*ii, -.525611-.098755*ii, 2.64182e-31-8.2116e-32*ii, 1.16095e-31-2.4251e-32*ii, 1.1536+.472533*ii, -.114018+.207798*ii, .587917-.118704*ii, -.298943-1.04168*ii, .479132+1.16816*ii
-5.4555e-146+4.70348e-146*ii, 2.8281+.244659*ii, -13.044-14.0075*ii, -10.3948-12.8864*ii, -2.70281e-145-8.00833e-146*ii, -2.98655e-225-1.05532e-226*ii, -13.274+3.8916*ii, -18.1527-1.0924*ii, -26.4515+1.57827*ii, -16.7313-21.403*ii, -1.00686+3.28767*ii
3.34549e-57-1.0833e-56*ii, .596429+.405825*ii, -.353342-1.7203*ii, .471265-.436273*ii, -1.27447e-57-9.55855e-57*ii, -2.70826e-57+4.14204e-57*ii, .966069+.751677*ii, -.525443-.775861*ii, -1.16317-1.58786*ii, .2437-.584717*ii, .992752-.329187*ii
1.69352e-30+1.4585e-30*ii, -1.30308+2.58057*ii, -.0655477-.137872*ii, 6.12161+.532105*ii, -2.90795e-31-2.8215e-31*ii, -6.45183e-79-7.57984e-79*ii, -5.50636+.327111*ii, -3.53705+.48099*ii, -1.94857+8.73014*ii, .220602+.005254*ii, -1.93966+3.15264*ii
2.25754e-141+2.23321e-141*ii, -4.63314+2.97154*ii, 4.05745-.503419*ii, -5.43709+10.2585*ii, -5.90438e-141*ii, -3.05005e-147+1.56413e-148*ii, 5.93603-5.9715*ii, -3.41548+.511136*ii, 2.34785+5.5754*ii, -8.6514+7.19464*ii, 6.20282+1.89135*ii
-7.66771e-86+9.21496e-86*ii, 1.01032+1.75458*ii, -.0422823+.166301*ii, .25971+1.09076*ii, 2.57378e-85+7.72134e-85*ii, -8.20417e-154*ii, 1.31784-.654643*ii, -.513753-2.03775*ii, .366897-.446515*ii, -.167254+.0469153*ii, -.443854+.951278*ii
