variable ordering: ad, T, omega, theta, sintheta, d, g, L, j, Pi, Tj
3.83523e-93+2.39702e-93*ii, -.010181+1.24696*ii, -1.06382+.637458*ii, 7.67046e-93+1.91761e-92*ii, 7.67046e-93+1.91761e-92*ii, -1.9137e-203+6.379e-204*ii, -1.12258-1.04765*ii, -.095069-.736627*ii, .138247+1.22297*ii, .889339-.973262*ii, -1.35235+.924362*ii
-7.77877e-61-1.94469e-61*ii, .067030+7.83337*ii, 2.3583-.257937*ii, -6.22302e-61-2.64478e-60*ii, -6.22302e-61-2.64478e-60*ii, 2.61284e-200-2.32706e-200*ii, 2.96755+2.09414*ii, -8.12087+.36917*ii, 1.81642+1.44049*ii, 2.99771-.205867*ii, 8.10501+3.52742*ii
6.07716e-64, 1.21893+.745604*ii, .212462+.819527*ii, -9.11575e-64, -9.11575e-64, 6.23725e-112+8.31633e-112*ii, -1.24608+1.24963*ii, .874976-1.0087*ii, -1.86534+.080405*ii, 1.68701+1.34809*ii, .708802+.470241*ii
-1.61478e-46+6.2045e-46*ii, -45.0892-15.4389*ii, 130.357-22.7194*ii, 1.28727e-47+5.60211e-48*ii, 1.28727e-47+5.60211e-48*ii, -3.45789e-50+5.01143e-50*ii, 7.96554+53.045*ii, -11.6652-10.0432*ii, 23.2429-21.9412*ii, 49.3626-91.7302*ii, -16.6665-27.954*ii
3.79823e-62+1.58006e-62*ii, -.187598-4.61013*ii, -4.50349+.058963*ii, 1.16682e-61-2.91704e-61*ii, 1.16682e-61-2.91704e-61*ii, -2.63702e-193-2.67127e-193*ii, -3.28947+1.24129*ii, -1.6385-1.99891*ii, -.498285+.625579*ii, -.127344+.381564*ii, 3.85754-6.77804*ii
6.74678e-78+8.63617e-78*ii, -1.18176-.690226*ii, -.729309+1.27179*ii, -3.45447e-77-6.04532e-77*ii, -4.31808e-77-6.04532e-77*ii, 1.204e-196-6.18721e-197*ii, -.830442+.941888*ii, 1.33222-.827582*ii, .574379-1.97306*ii, -.337334+1.46867*ii, -.27017+.48308*ii
5.36328e-32+1.5994e-31*ii, -.223998-1.6209*ii, -2.36517-1.83723*ii, 4.34212e-32-1.18874e-32*ii, 4.34212e-32-1.18874e-32*ii, 4.10964e-194+3.01374e-193*ii, .210947+3.74121*ii, -.493583+.374436*ii, -1.94189+2.29282*ii, 3.27351+2.17099*ii, -1.0571-.548504*ii
-6.90893e-77+3.45447e-77*ii, .058473+.540602*ii, -.475994-.810557*ii, 2.76357e-76+1.36512e-76*ii, 2.76357e-76+1.36512e-76*ii, -3.00999e-197-1.00333e-197*ii, -1.28936+1.20028*ii, .966038-.21184*ii, -.296205+.311549*ii, -.908813-1.09714*ii, -1.29832+.049089*ii
5.11458e-33+2.21014e-32*ii, .423616+.850714*ii, .128403-.202555*ii, -1.5184e-32+2.26379e-32*ii, -1.5184e-32+2.26379e-32*ii, -3.85471e-31-8.35373e-32*ii, .568846-.607473*ii, .197947+.0859541*ii, .016463+1.09506*ii, -.209519+.166059*ii, -.525258+.416381*ii
6.38477e-33-7.93421e-32*ii, 1.0551-.185798*ii, -.712935-1.30977*ii, 3.58236e-33+6.00961e-32*ii, 3.58236e-33+6.00961e-32*ii, 1.22782e-102-2.90212e-102*ii, -1.30927-.184289*ii, 1.40544-1.65999*ii, 1.05323-1.92076*ii, .63495+.161029*ii, 1.60265+.079679*ii
4.86173e-63+3.6463e-63*ii, -.387156-3.76429*ii, 2.44413-2.05459*ii, 9.72346e-63, 9.72346e-63, -2.41099e-191+2.19181e-191*ii, -.041254-1.5335*ii, 1.11952-4.51859*ii, 3.36918+3.94151*ii, -.126565+3.87079*ii, 3.68979-.490207*ii
-5.10482e-61+3.88938e-61*ii, -6.36199+1.33592*ii, 2.75136+5.79595*ii, 1.55575e-61-5.0562e-61*ii, 1.55575e-61-5.0562e-61*ii, 1.11303e-194+1.81937e-194*ii, -1.54437-9.37648*ii, -3.93195-7.08663*ii, 3.88959-4.90014*ii, .87265-15.575*ii, -3.95556+4.66752*ii
1.21543e-63+1.0635e-63*ii, .322461-.701878*ii, .095994-.864201*ii, 1.70161e-62+4.86173e-63*ii, 1.70161e-62+4.86173e-63*ii, 2.76357e-75-3.67901e-75*ii, -.49816+1.05789*ii, .159526+1.51647*ii, -.603537+.69455*ii, -.750693-.663598*ii, 1.0652+.295108*ii
-8.7857e-33-1.04859e-31*ii, .175102+.371271*ii, 1.02287+.117283*ii, -9.54638e-32+2.94846e-32*ii, -9.54638e-32+2.94846e-32*ii, -1.39129e-195+2.39729e-194*ii, -.225693+1.02871*ii, .964-.407039*ii, -.501369+.277432*ii, -1.36198+1.17108*ii, -.486313+1.55425*ii
7.2252e-32+3.10571e-32*ii, -.438118-.845643*ii, .925197+.434005*ii, 1.61362e-31-9.51513e-32*ii, 1.61362e-31-9.51513e-32*ii, 8.2738e-186-1.37897e-185*ii, .248026+.338724*ii, -.535458-.492633*ii, 1.06016+.800445*ii, -1.17462+2.73463*ii, .239381-.581366*ii
-4.10537e-48-8.21073e-48*ii, .339238-.86144*ii, -1.61844+.302544*ii, -3.28429e-47+9.85288e-47*ii, -3.28429e-47+9.85288e-47*ii, -3.26605e-200+8.16513e-200*ii, .845779+.833605*ii, 5.03386+.403703*ii, 1.31997-1.05493*ii, -2.36917-1.05083*ii, .872778-.543353*ii
-9.33625e-32+1.51745e-31*ii, 1.10329-3.38659*ii, 2.13168-1.56392*ii, 1.19621e-31-9.73277e-32*ii, -7.61087e-32-2.5833e-32*ii, -1.68331e-190+1.96386e-190*ii, .493146-2.16118*ii, -.504873+1.2423*ii, -.991766-.442573*ii, -2.90509-.155942*ii, .1338+.88822*ii
-3.03858e-64-3.03858e-64*ii, .763133-.496217*ii, 1.68627+1.85779*ii, -3.63841e-31-1.33118e-31*ii, 1.82315e-63+6.07716e-64*ii, 4.70311e-199-1.5677e-199*ii, -.777643-3.81482*ii, -1.33496-1.33605*ii, -.306287+.394463*ii, .825744+1.15718*ii, -.819464+1.19862*ii

component_2:
equations:
-sintheta*g+ad
omega^2*d-ad
-theta+sintheta
-4.04*d*L*j^2*Pi^2+1.01*d*g*Tj^2
points:
2.35081e-28+2.29559e-28*ii, .307888+.0878085*ii, .907685+.567301*ii, .406819+.0821606*ii, .406819+.0821606*ii, 2.92667e-28-2.0116e-28*ii, 9.08768e-28+4.25196e-28*ii, -.05262+1.84535*ii, -1.24674+.020652*ii, 1.08721-2.4584*ii, -.80954+.015683*ii
-9.95682e-60*ii, 4.70652+18.0925*ii, -11.2423+2.98524*ii, -1.31962+2.38815*ii, -1.31962+2.38815*ii, 8.60536e-65+1.11573e-64*ii, 1.27883e-58-3.38532e-58*ii, -6.4426-12.2192*ii, -6.64468-29.3958*ii, -10.8822+9.55594*ii, -22.9497+.2394*ii
-4.90909e-91+6.13637e-92*ii, -2.53572-2.81865*ii, .642457-.567867*ii, -.151846-.681773*ii, -.151846-.681773*ii, 2.05482e-193-1.56166e-192*ii, 1.96364e-90+7.85455e-90*ii, -.604146+1.21354*ii, -.536015-.991291*ii, -.242406+.485252*ii, .049009+1.39796*ii
-9.85288e-47-3.28429e-47*ii, -1.0074-.500101*ii, -1.62362-2.54968*ii, -1.22474+.379682*ii, -1.22474+.379682*ii, 3.42114e-48*ii, 3.96852e-47+2.18953e-47*ii, .410244-.0309797*ii, .256231-1.45021*ii, -.98192+1.00899*ii, .423417+1.03571*ii
-6.22302e-61+6.22302e-61*ii, 1.01316-.445537*ii, -.072647-1.61678*ii, -1.50315-1.25008*ii, -1.50315-1.25008*ii, 1.19865e-193-3.4247e-194*ii, 3.11151e-61-5.83408e-61*ii, -.558356-.885746*ii, 2.12706+.235717*ii, -1.46354+.904207*ii, .502674-.046964*ii
3.99212e-31+1.3016e-31*ii, -.263143-1.19664*ii, .384513+2.20373*ii, .100608-1.98755*ii, .100608-1.98755*ii, -1.33531e-66-1.57641e-66*ii, -5.51793e-32+2.0365e-31*ii, 1.52793-.040592*ii, -.450686+1.51784*ii, 2.40109+2.6905*ii, -.531468+1.75615*ii
-7.00089e-61+2.17806e-60*ii, -1.41514+.011564*ii, -1.19833+.69576*ii, 1.40452-.373586*ii, 1.40452-.373586*ii, -1.20571e-60+7.7788e-62*ii, -1.05013e-60+1.36128e-60*ii, 1.82711-.013017*ii, -.678716-.540664*ii, -.073646+1.02318*ii, .470199-.630263*ii
-7.07475e-74+1.41495e-73*ii, .197802-4.53505*ii, 4.20592+2.79611*ii, -1.19744-3.08739*ii, -1.19744-3.08739*ii, 1.61799e-184+5.44232e-184*ii, 1.41495e-73+3.53737e-74*ii, -.515216+2.38291*ii, -4.02408+.048176*ii, -1.85962-1.89006*ii, -2.35207+1.87848*ii
6.94951e-32-9.65821e-32*ii, -1.09753-.299701*ii, .0028014-.405309*ii, -.62871-1.99282*ii, -.62871-1.99282*ii, -3.45123e-31+6.86169e-31*ii, 3.40719e-32+4.5622e-32*ii, 1.6387+1.68635*ii, .0414578-.133524*ii, .062667-1.71225*ii, .391103-.234477*ii
9.91384e-119, -.375195-.1497*ii, .920956+1.09131*ii, -.088245+2.38791*ii, -.088245+2.38791*ii, 1.37897e-186+4.02199e-187*ii, -3.96553e-118-6.44399e-118*ii, -2.11345+1.68919*ii, 4.43489-1.63355*ii, .352561+2.23379*ii, 2.73305-4.52066*ii
1.09476e-47*ii, .087658+2.37742*ii, -1.49541+2.78376*ii, .307554+.89672*ii, .307554+.89672*ii, -1.2446e-60-1.08903e-60*ii, -5.47382e-47, 2.53032-1.23657*ii, .44165-1.22779*ii, -.882545+2.76251*ii, -.354065-.117017*ii
0, -1.54743+.300828*ii, .48176+.552518*ii, -.282886+.611681*ii, -.282886+.611681*ii, -5.50573e-55-2.29405e-55*ii, -1.09476e-46, 1.88315+1.81668*ii, -1.78699-1.65466*ii, -.15584+1.73106*ii, -1.67444+.306241*ii
1.24555e-31+8.55479e-32*ii, -2.08154-.647308*ii, -3.3275+3.51206*ii, .38784+.884977*ii, .38784+.884977*ii, -5.01665e-197+6.68887e-198*ii, 1.32835e-31-8.25292e-32*ii, -1.87835+.419227*ii, .469379-1.05578*ii, 2.04208+2.31615*ii, -1.91593-3.46611*ii
-2.16327e-32+6.96422e-32*ii, -1.85423-.896314*ii, -1.08685-.845692*ii, -.276225-.498737*ii, -.276225-.498737*ii, -7.24454e-71-6.7918e-72*ii, -8.84746e-32-9.23764e-32*ii, -1.67266-.937479*ii, -1.11785+.500582*ii, 1.91938-4.08239*ii, -1.00904-1.06936*ii
5.52715e-76*ii, -2.02215+1.42057*ii, -1.71354-1.38758*ii, -3.25243-.690723*ii, -3.25243-.690723*ii, -1.78852e-190+1.67454e-190*ii, 2.21086e-75-3.03993e-75*ii, 7.8485+11.5434*ii, -3.29777-1.95991*ii, 5.90093-2.67218*ii, 1.89417-3.62435*ii
8.40081e-82+5.84763e-82*ii, 2.57899-.992995*ii, 1.68792+1.24346*ii, 1.12891-1.44605*ii, 1.12891-1.44605*ii, 2.59437e-82-3.96362e-83*ii, -6.8591e-83+6.09471e-82*ii, 1.38402+1.92514*ii, .962155-1.29341*ii, .485501+2.3641*ii, 1.72597+1.08224*ii
-2.7905e-104, -1.79631-6.50243*ii, -11.1063-8.48053*ii, -17.6938+8.44852*ii, -17.6938+8.44852*ii, -5.64227e-185+3.76918e-185*ii, -2.8777e-104+3.13931e-104*ii, 3.36429-1.02486*ii, -4.39976+26.7533*ii, 2.71483-7.71972*ii, -3.80521-5.06254*ii
-4.8617e-63-7.77877e-62*ii, .0888865+.124957*ii, -.589788+.340267*ii, .549559-1.79656*ii, .549559-1.79656*ii, -2.13219e-189-1.12221e-189*ii, -7.77877e-62+3.88938e-62*ii, 1.88434+.345141*ii, -3.1673+.488782*ii, -.320909-.176662*ii, 1.0616+2.20247*ii
4.01584e-31-9.14723e-32*ii, 1.85645-1.35395*ii, .847703-5.28833*ii, -1.30835+.808106*ii, -1.30835+.808106*ii, 3.77946e-51+1.83753e-51*ii, -2.53437e-31-8.66216e-32*ii, -1.06152+1.47392*ii, .717465-1.95513*ii, .678583-1.07917*ii, 2.0428+1.17914*ii
-9.71569e-78-2.15904e-78*ii, .217943-1.21964*ii, 1.73419-1.30669*ii, -.888255-.361289*ii, -.888255-.361289*ii, -1.01205e-78-1.21446e-78*ii, 2.15904e-77, .349353-.698768*ii, -.21646-.965046*ii, -1.03417-.345461*ii, .736521-2.00398*ii
-1.09476e-47+6.8423e-49*ii, .536323-1.86973*ii, .987276+.053682*ii, 1.86305+.602765*ii, 1.86305+.602765*ii, -4.92629e-69-9.41791e-70*ii, 2.18953e-47+5.47382e-48*ii, 1.71864+1.09922*ii, 1.16944+.702991*ii, .877721-.83991*ii, -.367407+.041488*ii
4.01463e-31-5.58143e-31*ii, -1.30716-.549703*ii, 4.54805-1.06125*ii, -1.73275+.835491*ii, -1.73275+.835491*ii, 1.66914e-67+9.27302e-68*ii, -3.14003e-31+1.70709e-31*ii, -2.37445-1.55508*ii, -.442096+2.13696*ii, -2.04622-.980589*ii, -2.13904-.089919*ii
-8.86002e-32+1.29986e-31*ii, -2.53+2.11828*ii, .481503-.0517846*ii, -.725554+.333071*ii, -.725554+.333071*ii, 3.53495e-189-1.34665e-189*ii, 1.68787e-31-1.01671e-31*ii, -.451922-3.3034*ii, -1.28+1.74106*ii, -1.02536+.595616*ii, 1.35899-.298381*ii
-8.90209e-67-2.96736e-67*ii, -1.956-.172196*ii, -1.75288-.98245*ii, .765317-.551051*ii, .765317-.551051*ii, 3.70921e-68+2.7819e-67*ii, -1.18695e-66-4.45105e-67*ii, 1.22407+1.96696*ii, -.454097-1.59112*ii, -.45428+1.02959*ii, .691841+.099551*ii
7.01818e-32-7.59896e-32*ii, .450646+.163297*ii, 1.5006+.287133*ii, -1.27334-.300962*ii, -1.27334-.300962*ii, -7.90031e-63-8.50803e-63*ii, -3.88413e-32+6.88577e-32*ii, .44019+.666924*ii, -.011358+.89059*ii, 1.00656-.797701*ii, .61713+.526927*ii
0, -.945513-1.31394*ii, -.549344+2.55015*ii, -4.05561+.976851*ii, -4.05561+.976851*ii, -2.31167e-194-2.35448e-195*ii, 1.06958e-61+6.80642e-62*ii, .637577+1.32445*ii, -4.66025+5.44094*ii, -7.74759+3.8216*ii, 3.17208-4.25342*ii
2.33363e-61-2.48921e-60*ii, -2.22272+2.39373*ii, 4.51188+2.26052*ii, -3.96838-.411302*ii, -3.96838-.411302*ii, -5.33048e-190+7.04448e-190*ii, -1.55575e-60-1.8669e-60*ii, -2.08566-4.00847*ii, -5.34219+2.06897*ii, 1.50363-.778334*ii, .981139-.929982*ii
2.05907e-32+9.57118e-32*ii, -1.01358-.385963*ii, -.386032+.22385*ii, .336387+.457573*ii, .336387+.457573*ii, -3.9496e-31+1.86277e-31*ii, 1.57262e-31+7.0612e-32*ii, .405171-.0738017*ii, -1.23125-.29313*ii, .311522-.111775*ii, -.91835+.694504*ii
-2.42198e-32+1.93789e-32*ii, -1.17299-.889465*ii, -1.05186-.441121*ii, .0844728-.459571*ii, .0844728-.459571*ii, -7.02064e-194-3.4247e-194*ii, -5.01596e-32-4.34811e-32*ii, 1.42894+.692925*ii, .689268-.866067*ii, .43295+1.69334*ii, -.481379+.415877*ii
-1.18429e-31+9.93758e-32*ii, -.836999+.449924*ii, -.0069287+.431816*ii, .12775-.835583*ii, .12775-.835583*ii, 1.34417e-58+2.38964e-58*ii, -1.37387e-31-1.20727e-31*ii, 1.97134+.415563*ii, 1.25864-1.06328*ii, -.921121+.222502*ii, -.090281-1.02993*ii
-5.52122e-32-6.0386e-32*ii, -.335928+.132505*ii, -2.02535-3.24857*ii, -.104816+.267559*ii, -.104816+.267559*ii, -2.04134e-33+5.19655e-33*ii, -1.2558e-31+2.55551e-31*ii, .354825+.372594*ii, 1.62097-.837573*ii, -.375712+1.25419*ii, -1.36837-1.80266*ii
1.25569e-125+1.09318e-124*ii, -7.06575-1.73212*ii, 2.46636+4.00891*ii, 5.24291+4.51773*ii, 5.24291+4.51773*ii, 1.31074e-187-9.1572e-188*ii, 2.95455e-124+3.54546e-124*ii, 6.88784+4.5845*ii, -7.73413-.831758*ii, 2.1237-8.17348*ii, 1.43316-3.30136*ii
-1.36169e-30+5.97422e-31*ii, -.079475+1.17534*ii, 2.77202-.896239*ii, 2.00085-1.12799*ii, 2.00085-1.12799*ii, -1.71279e-31-3.68599e-32*ii, -6.4416e-31-6.45652e-32*ii, -.156857-.0275563*ii, .545052+.310142*ii, .493636-1.25722*ii, -1.50728+.331508*ii
2.58342e-33+1.60297e-32*ii, -.47829-.721596*ii, -.85157-.149261*ii, -.0447031-.0976906*ii, -.0447031-.0976906*ii, -1.12221e-190+1.54303e-190*ii, -1.45682e-31-4.02192e-32*ii, -.712763+.147303*ii, 2.53306+.212051*ii, -.760439-1.31568*ii, -.468812+.846957*ii
1.21543e-63, .92881-.309856*ii, -.906442-.276191*ii, -.939726-.132288*ii, -.939726-.132288*ii, -3.34444e-198+2.50833e-198*ii, -3.6463e-63-3.74383e-63*ii, 1.39453-.448658*ii, 1.72285+1.47769*ii, -1.23935+.528269*ii, -1.05914-1.4541*ii
7.86918e-32+1.21709e-31*ii, .409708+1.5556*ii, -.743322-.83792*ii, -.437734+.245641*ii, -.437734+.245641*ii, 7.60115e-32+1.9423e-33*ii, 2.37014e-31-7.12698e-32*ii, -.0412316+.163462*ii, -.391133+1.12669*ii, .834029+.037079*ii, 1.46518-.209373*ii
2.27387e-31-2.78888e-31*ii, -.39322+.331204*ii, 1.5289-.447523*ii, .547332+.345629*ii, .547332+.345629*ii, -2.89782e-70-8.69345e-70*ii, 6.69746e-32-5.51835e-31*ii, -.785303-1.56469*ii, -4.70572+.955795*ii, 3.4628+.949773*ii, -1.86043+3.98727*ii
6.5964e-59-6.72086e-59*ii, 1.25794+1.28524*ii, .133491-.407972*ii, -1.14282-1.8139*ii, -1.14282-1.8139*ii, -1.70511e-58+2.78791e-58*ii, 1.36906e-59+4.23165e-59*ii, -.593634-.453708*ii, .137861-.803214*ii, -1.17514-.773236*ii, .361654+1.53778*ii
-7.60851e-32-3.89969e-32*ii, -.512952-.697612*ii, -.115016+.9478*ii, -.064086-.789477*ii, -.064086-.789477*ii, -3.16309e-61+2.02248e-60*ii, 5.68445e-32-9.17597e-32*ii, 1.22133-.027899*ii, .552048+.159331*ii, -.873996+1.00437*ii, .202951+.684582*ii
2.30903e-32-1.49105e-33*ii, -2.26011-.028277*ii, .852266-.160798*ii, -.0987207-.177867*ii, -.0987207-.177867*ii, -2.21086e-74-9.72778e-74*ii, -4.8675e-32+1.02802e-31*ii, -1.1759-1.09409*ii, -1.86186+1.00603*ii, 1.34843-.537137*ii, .500519+.841572*ii
1.36941e-31-7.5289e-32*ii, -.144767+.552622*ii, .218125+.534748*ii, .694135-.103514*ii, .694135-.103514*ii, 8.41655e-190+8.97765e-190*ii, 2.08815e-31-7.73245e-32*ii, -2.95163+1.70094*ii, 1.30183+.91577*ii, -.551735-.370818*ii, -.517959+.666479*ii
2.43087e-63*ii, -.121754+.161701*ii, -1.55404+.220162*ii, .126695-.647368*ii, .126695-.647368*ii, -1.40754e-86+3.01615e-87*ii, -2.43087e-62-1.21543e-63*ii, .412753-1.96863*ii, 1.03199+1.83701*ii, -1.1903+.542838*ii, -1.62562+.013867*ii
-2.45844e-31+7.08241e-32*ii, 2.1601-.869817*ii, 2.14445-2.71657*ii, .519322+.152648*ii, .519322+.152648*ii, 1.41495e-72-7.32237e-72*ii, -3.98847e-31+2.53614e-31*ii, 1.32235-2.82826*ii, 2.66529-3.56479*ii, .293722+.419124*ii, 1.62659+1.45244*ii
4.12733e-31-5.51834e-31*ii, .237888-.0526192*ii, -3.02225+.823748*ii, -1.25204-1.04378*ii, -1.25204-1.04378*ii, 6.47806e-32-2.71164e-32*ii, 2.22939e-32+4.22163e-31*ii, .454547+1.42499*ii, .267043+.379525*ii, -1.00702+.876888*ii, -1.98711+2.21445*ii
4.8076e-32-4.09191e-32*ii, -.183111-1.00437*ii, -1.93035-.779719*ii, .706485+2.4927*ii, .706485+2.4927*ii, 1.42333e-33-1.44962e-32*ii, -1.01352e-32-2.21593e-32*ii, -.233181+.427934*ii, .443408-.734776*ii, -.187612-1.16694*ii, .697612-.895425*ii
-2.64126e-31-2.10846e-31*ii, -.0552537-.339854*ii, 1.25428+1.17309*ii, .167261+.663294*ii, .167261+.663294*ii, -3.59106e-188+2.44192e-187*ii, -3.93283e-31+2.9903e-31*ii, .68645+.266678*ii, 1.80109-1.5347*ii, -.649652+2.10747*ii, .695054-.167887*ii
3.03858e-63, -.602666-3.73952*ii, 1.1063-1.64962*ii, .80452-2.64163*ii, .80452-2.64163*ii, -6.13707e-192+1.75345e-192*ii, 3.6463e-63+5.46945e-63*ii, -2.11865-.995555*ii, 1.25031+.263419*ii, -1.58881+2.37901*ii, -1.32088+.012621*ii
-6.2872e-32+4.45115e-32*ii, .721971-.995437*ii, -1.36988+1.66812*ii, -.001328+.919928*ii, -.001328+.919928*ii, -6.747e-33-1.50943e-32*ii, 4.84844e-32+6.82745e-32*ii, .153736+.136726*ii, -.468406+1.78418*ii, .429238-.179987*ii, .040012-1.0111*ii
5.73866e-32-9.08462e-32*ii, .619278+1.04105*ii, .959345+1.65217*ii, .7143+.078189*ii, .7143+.078189*ii, -6.379e-204+4.14635e-203*ii, 6.56316e-32-1.34366e-31*ii, 1.25499-.10651*ii, -2.55521-.019153*ii, .017777-1.32786*ii, .601811-1.89082*ii
-5.53577e-32-3.57305e-32*ii, .614215-3.59187*ii, .539392-3.44682*ii, .897095-.103899*ii, .897095-.103899*ii, -1.19968e-96+1.17042e-97*ii, -5.63392e-32-4.63541e-32*ii, -2.85707-1.6453*ii, -3.14912-1.52088*ii, 1.43253+3.3402*ii, -.854533+5.78864*ii
0, 4.90942+.229763*ii, -1.24162-3.39308*ii, -.952519-.554324*ii, -.952519-.554324*ii, 8.84344e-74-3.92427e-74*ii, -3.99726e-48-6.84228e-49*ii, -1.40826+2.43827*ii, 1.23691+2.50527*ii, -2.40548+1.78499*ii, 1.26254-1.5019*ii
-9.16615e-32+2.59371e-31*ii, -1.33308+2.11221*ii, -1.23019+1.62843*ii, .694064-.317696*ii, .694064-.317696*ii, 2.40381e-198-4.18054e-199*ii, -2.50611e-31+2.58986e-31*ii, .483018-2.57288*ii, .476602-.728198*ii, -1.11489+2.45792*ii, 1.12586-1.56298*ii
6.97943e-32-3.35359e-31*ii, -4.88198-3.4998*ii, -.349143-1.60365*ii, -.619904-.244937*ii, -.619904-.244937*ii, -1.00333e-195+3.34444e-196*ii, 8.7505e-32+5.06411e-31*ii, 1.64222-.97495*ii, 2.04573-.626486*ii, 1.6+.204931*ii, 2.28207-.901189*ii
-3.23549e-31-6.08131e-32*ii, .698005+.889206*ii, -.485667+1.01887*ii, .202122+.862055*ii, .202122+.862055*ii, 1.97007e-31-1.67232e-31*ii, -1.50283e-31+3.40087e-31*ii, -.140603+.168359*ii, .407733-.0322644*ii, .740699-1.01654*ii, -.700632-.90528*ii
2.15904e-78, -2.39112+.861055*ii, 1.84242+3.43891*ii, -1.43399+.00329*ii, -1.43399+.00329*ii, 2.99661e-195+8.56176e-195*ii, -5.39761e-78+6.47713e-78*ii, 3.00296+2.93533*ii, 1.16885+1.91873*ii, 1.05573+1.66165*ii, -1.1003+1.42811*ii
3.52078e-31-2.11007e-32*ii, 1.15326+1.24534*ii, -.688842-1.0255*ii, -2.04234-.147437*ii, -2.04234-.147437*ii, 8.36109e-198-2.09027e-198*ii, -1.70753e-31+2.26583e-32*ii, 2.22747+.007788*ii, .300566-.734512*ii, 1.47885-.084810*ii, -1.15426-2.04487*ii
3.26229e-32-1.51001e-31*ii, -.944434-.099673*ii, 2.86839-.3918*ii, -.190386+.615666*ii, -.190386+.615666*ii, 2.26699e-77-2.59085e-77*ii, -2.38814e-31+2.08617e-32*ii, .737396+2.29324*ii, -.165693-1.94963*ii, 2.33169+.669996*ii, -1.04363+.458974*ii
2.5987e-31+1.30338e-31*ii, .496099-.664266*ii, 2.32177-.503634*ii, .538641+1.24154*ii, .538641+1.24154*ii, 3.23354e-32+4.00935e-32*ii, 1.64776e-31-1.37825e-31*ii, .810138-.227793*ii, .865539-.638671*ii, -.068543+.699683*ii, 3.76762-1.65811*ii
4.07317e-31-1.22674e-31*ii, .0918297-.0910303*ii, 2.68099-1.16308*ii, .088392+1.90792*ii, .088392+1.90792*ii, 4.30729e-32+2.50124e-32*ii, -5.42901e-32-2.16002e-31*ii, .230937-.0667946*ii, .223947-.238919*ii, .68342-.236726*ii, .052120+1.60676*ii
-3.11151e-61+1.55575e-61*ii, .972205-.487654*ii, 1.26014-1.02468*ii, .444118-.806798*ii, .444118-.806798*ii, -5.56514e-195-3.10364e-195*ii, -2.10027e-60+3.11151e-61*ii, -.87994-.507394*ii, .374753-1.25657*ii, .977696-.878257*ii, .112761+.727589*ii
1.72723e-77-6.47713e-78*ii, -1.50724-7.26175*ii, 7.79661+7.08942*ii, 4.14782+7.71355*ii, 4.14782+7.71355*ii, -3.00477e-198-1.61996e-198*ii, 6.47713e-78-5.39761e-77*ii, -2.72004+.336741*ii, -5.9205-2.88626*ii, 13.1066-6.20878*ii, 11.7934-6.39645*ii
8.486e-32+6.8073e-32*ii, -.73743+.287851*ii, -1.19368+1.89372*ii, -.001542+.536991*ii, -.001542+.536991*ii, -6.28436e-189-2.24441e-189*ii, 1.26313e-31-1.58391e-31*ii, 1.69995-.85758*ii, -1.8115+.31012*ii, 4.02587+.751053*ii, -.523394+1.04157*ii
-3.63714e-31+3.3845e-31*ii, .241565-.916525*ii, -3.10761-1.16544*ii, .977392+.436209*ii, .977392+.436209*ii, -4.42172e-75+9.81069e-75*ii, -1.81443e-31+4.27256e-31*ii, 1.84562-2.13502*ii, 2.16258+.045345*ii, .314421+1.94159*ii, -.095282+1.99293*ii
-6.18085e-31-5.6504e-31*ii, -1.07009-2.55593*ii, -.558361+1.45077*ii, -.102115+2.05219*ii, -.102115+2.05219*ii, 1.32546e-89+7.73182e-90*ii, -2.59705e-31+3.14105e-31*ii, .349487-1.90652*ii, -1.41634-1.17107*ii, 1.458+2.05877*ii, -1.3396+.50752*ii
-3.21722e-86-3.21722e-86*ii, .56129+1.93876*ii, -.261794+.173389*ii, -.267705-.986618*ii, -.267705-.986618*ii, -5.791e-85+3.2172e-86*ii, 2.41292e-86-3.77018e-86*ii, -.128064-.413418*ii, -.395875+2.05411*ii, -.08107+1.88062*ii, 2.44986-.205815*ii
1.55575e-61-9.72346e-62*ii, -1.19807+.915009*ii, -1.50458-.493041*ii, -.672693-1.29742*ii, -.672693-1.29742*ii, -7.12338e-193+1.2055e-192*ii, 8.55665e-61-8.55665e-61*ii, 1.09683-.102526*ii, .36909+1.3364*ii, -.564973-1.81168*ii, .1827-1.11097*ii
1.31879e-31+9.02272e-32*ii, -.672465-.466335*ii, -.779286-.850323*ii, -.111501-1.13435*ii, -.111501-1.13435*ii, -1.29454e-192-6.02748e-193*ii, -9.0098e-32+1.07404e-31*ii, .90067-.274999*ii, 1.83261-.884568*ii, -.45752-.479456*ii, .296874-.793192*ii
-4.76475e-32-3.71462e-31*ii, 1.32263+1.44199*ii, -.873965+2.34282*ii, .709539+.016105*ii, .709539+.016105*ii, -9.0969e-196-7.17047e-195*ii, -7.89951e-32-5.21732e-31*ii, -1.01262-1.6015*ii, -1.82945-3.36043*ii, -.941067-3.57355*ii, 1.31152+.756226*ii
-1.51929e-64, .062843-1.60388*ii, -.315877+1.04172*ii, -.165125-.979621*ii, -.165125-.979621*ii, -9.42546e-89-1.88509e-88*ii, -2.43087e-63+1.17931e-64*ii, .387356-1.92027*ii, -1.22434+2.79288*ii, -.898103+2.90237*ii, -1.54913+.730369*ii
