variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r
1.71198+.746486*ii, 0, .338733-2.59985*ii, -3.63557+.382867*ii, 3.14502-2.56169*ii, .140655+.222294*ii, -.449466-4.22328*ii, .471497+.810665*ii, -.467639-2.37899*ii
-.771179-.721884*ii, 0, -.612166+.079522*ii, 1.63675-.262353*ii, 1.05518+1.47642*ii, -.62974-.710201*ii, .467397+1.3476*ii, .291979+1.18149*ii, -1.51383+1.76335*ii
1.11438-1.53156*ii, 0, .052476-2.55294*ii, 1.62829-3.67574*ii, -.036368-.637555*ii, 1.4174-2.19516*ii, 1.41753+2.70475*ii, -.58773+.946092*ii, 2.22552-1.50755*ii
.0305925+.219361*ii, 0, -1.51911+.067214*ii, -.547396+.250787*ii, -.327287-.13608*ii, 1.24919+.167255*ii, .534905-.001019*ii, .685909+.598038*ii, -.664182+.849109*ii
-1.78969-2.25822*ii, 0, -2.28931-1.08983*ii, 2.96727+5.75061*ii, -4.95212-.968698*ii, -.328374+1.15784*ii, -.21001+.316933*ii, 2.2864+3.15116*ii, -.79117-.122892*ii
-4.08537+1.10581*ii, 0, 2.43301+.270913*ii, -.813445+.105648*ii, 3.04393+1.86771*ii, .459719-.200303*ii, -.324225+2.27808*ii, 1.60165+1.05517*ii, .504476-.831828*ii
-.11256+.528376*ii, 0, -1.82598-1.29504*ii, .619945+2.0331*ii, -.148723-2.10088*ii, .101296+.268034*ii, -2.15347+1.57677*ii, -.594464+.226781*ii, 2.84877+.871526*ii
-.0607648+.0635416*ii, 0, -.789561+1.19177*ii, -.03479+1.28091*ii, .136455-.0287481*ii, .999562-.764426*ii, .259184+.692578*ii, -.413-.259264*ii, -.589046-1.352*ii
1.39793-2.16785*ii, 0, -.515782+1.62331*ii, -1.36749+.666435*ii, -.539546-.90875*ii, .774281+.369788*ii, 1.54544+.347904*ii, 1.47943-1.03343*ii, .503085-.237797*ii
-2.64644+3.66991*ii, 0, 2.24035+2.98951*ii, -4.45324-.951474*ii, -2.28396-.650525*ii, -2.64538+.429667*ii, -.724976-1.372*ii, -1.27339+2.05183*ii, -1.18866+1.82868*ii
-.175755+.769429*ii, 0, -1.89788-.456556*ii, -2.10757-3.22224*ii, -.191975-1.06841*ii, -3.98993+.008825*ii, .0029216+.451216*ii, 1.85789+.215588*ii, .9886+2.2681*ii
-.897367-.065197*ii, 0, .351196+.39671*ii, -1.29738+2.3254*ii, .263568+.82986*ii, -.55785+.106498*ii, .648729+1.07478*ii, .550319+1.06327*ii, -.305472+.618039*ii
-1.61953-.82778*ii, 0, 1.04805-.895425*ii, 1.43019-2.2542*ii, -2.14344-1.45332*ii, -1.01614+1.32388*ii, .15989-.413266*ii, -2.12792+1.91863*ii, .432537+.959073*ii
4.46135+3.18792*ii, 0, -6.62217-1.92016*ii, .399473-6.19054*ii, 3.40713-2.27501*ii, .667521+1.16953*ii, -2.68134-3.90268*ii, .263755+1.49883*ii, -3.27592-3.45366*ii
-1.05258-3.25129*ii, 0, -1.2018+.526922*ii, 2.15364+.993105*ii, -.967702-.141811*ii, -1.10626-1.0912*ii, 1.10228+3.40551*ii, -.000041-1.38183*ii, -.958362-1.26937*ii
.140916-.133*ii, 0, .692044-.639932*ii, -.457121+1.1992*ii, -.259195-.0025554*ii, -1.27298+.020648*ii, .802633-.339166*ii, .656322-.118312*ii, 1.39273+.508923*ii
-.102545+.65312*ii, 0, 1.54128+3.05389*ii, -.88109-.286099*ii, -1.04232-.932059*ii, -.0120157-.419499*ii, .75799-.065859*ii, -.812621-1.03803*ii, .605072+.298704*ii
-9.02618-.86540*ii, 0, 8.11871-4.48394*ii, 19.477-1.19767*ii, -.908664-2.38326*ii, 8.80017+7.10629*ii, -2.34677+.642923*ii, 2.68519+.492765*ii, -.37065-7.72672*ii
.513448+5.84794*ii, 0, -.210928+1.03192*ii, -2.49732-7.60465*ii, -1.09951+1.46539*ii, 3.45187-.260779*ii, 1.18468+.639615*ii, -2.59991-1.40042*ii, .592402+1.32705*ii
.0054376+.0247082*ii, 0, -1.265+.880993*ii, -2.6031+.753058*ii, -1.43762-.39675*ii, -.0540683-.0032733*ii, .179701+.599329*ii, .284177+.0106171*ii, 1.93168+.50365*ii
1.05849-1.14277*ii, 0, .191852-.757331*ii, -1.04604+.693406*ii, -1.01688+.519098*ii, 1.18393-1.06167*ii, -.954338-.680934*ii, -1.07697-1.22371*ii, 1.32611+.325087*ii
.108768+.0674253*ii, 0, .486913-.086892*ii, 1.26125-.014176*ii, -.598275+.111734*ii, .323846-.225601*ii, -.263865-1.20989*ii, .177279+.418635*ii, 2.32247+.018697*ii
1.30004+2.46555*ii, 0, -3.74222-3.78279*ii, -.524824+.054332*ii, .0156126-.194041*ii, 1.03808-1.41677*ii, -5.07386-3.32135*ii, .239973-.92826*ii, .727469+.152525*ii
8.32834-1.93848*ii, 0, -11.7096+.01965*ii, 4.66202-4.48767*ii, 3.15045-10.1429*ii, -2.50611+.632393*ii, -.542768+.480423*ii, -1.19197+4.70882*ii, -.994306-2.1018*ii
-.809333-2.56251*ii, 0, 1.33508+.556279*ii, -5.69519+1.31631*ii, 7.07122+4.8771*ii, .323439+.0696304*ii, -1.59187+3.87336*ii, .386256+1.065*ii, -.261411-4.41751*ii
-3.08435-2.46436*ii, 0, -2.67438-5.39201*ii, -3.81577-4.8448*ii, .707385+2.24947*ii, -.670453+1.51898*ii, 1.45638-1.58192*ii, -1.30678+1.40158*ii, .38349-2.09592*ii
.562519-1.09102*ii, 0, -1.15677-.467838*ii, -.189484+1.06352*ii, -.34586-1.36028*ii, .106282-.673366*ii, .360483+.485616*ii, -1.06561+1.70989*ii, .167588-.44022*ii
-1.77284-.711291*ii, 0, .27433-.310284*ii, -.746365-2.72751*ii, 1.02681+.069605*ii, -.721031+.283841*ii, -.01693-1.99441*ii, 1.14974-.770446*ii, -.534323-.637745*ii
.147162+.360166*ii, 0, -3.28374+.136662*ii, 4.72798-1.69586*ii, 2.58566+1.879*ii, .0272874-.168355*ii, -2.85907-4.59245*ii, -.0319999+.377912*ii, -4.40145+6.16321*ii
-.943015+.777368*ii, 0, .555004+1.97614*ii, 2.74777-2.71045*ii, .182647-.0928742*ii, -2.89947-.606735*ii, .0196354-.133697*ii, -1.52915+3.96859*ii, .0362495-.0564181*ii
.154594-.286248*ii, 0, -1.65669-.809696*ii, .660409-1.4408*ii, .048753-.746484*ii, .384259+1.17754*ii, .18058-.285665*ii, -1.38672+.047534*ii, .945962-.173782*ii
-.244156+.494982*ii, 0, 1.01095-.550779*ii, -.547677-.118821*ii, -1.23281+1.95624*ii, -.539461+.208257*ii, .750843+.075712*ii, .689396+.99371*ii, -1.80231+.297962*ii
7.03995+1.49822*ii, 0, -1.45454+11.0277*ii, 6.12639+3.25454*ii, 4.2959+3.30172*ii, 2.43563+10.5164*ii, .503894+.252036*ii, 5.01397-.640476*ii, -2.88284+3.55189*ii
.356521-1.02655*ii, 0, -1.07488-2.06843*ii, -.148995+3.2364*ii, -2.13497-.630988*ii, .373224+1.14319*ii, .304022-.815679*ii, -1.58001+.017781*ii, -.012195-2.14282*ii
-5.16443-10.3855*ii, 0, 7.391-.986388*ii, -.592395+6.5282*ii, -.69181+11.3785*ii, .67709-2.47472*ii, .113662-4.15784*ii, 2.29141-.571437*ii, 7.17574+7.63789*ii
1.58577+1.38306*ii, 0, .162263+1.1147*ii, -.84671-.229356*ii, -.222136-.491421*ii, -.571821+1.88792*ii, 1.47722-.49835*ii, -1.42474-.818205*ii, .305074-.726086*ii
-.0876751-.0766318*ii, 0, -.389061-.875293*ii, 1.20542-.059893*ii, .514575+.210473*ii, .445968+.115507*ii, -.602207-.207189*ii, .593441+.116262*ii, 1.35444+.352738*ii
1.73166+1.09107*ii, 0, 1.75868-1.96476*ii, -1.25729+1.26347*ii, .0321328-.0360681*ii, -2.20016+.940956*ii, -5.12758-2.9659*ii, -.015724+.831142*ii, .094237-.320713*ii
-.805189-1.40228*ii, 0, .692167-1.37937*ii, 1.50364-.227855*ii, -.276183+1.01408*ii, .444907+.281588*ii, 2.44679+3.03393*ii, -.071635+.90808*ii, .830504-1.04244*ii
-.264495-.186803*ii, 0, 1.13338+1.49715*ii, 1.44613+1.18596*ii, .616699+.084786*ii, .0471073+.168548*ii, 1.08561-1.27233*ii, .419431-.45966*ii, -.561694+.024982*ii
.346842+.634808*ii, 0, 1.65133+1.32488*ii, 1.57718+.042541*ii, .0646297-.0146754*ii, -.0727694+.398775*ii, .778892+.190131*ii, -1.22893-.54242*ii, .022819+.0190914*ii
1.20569-2.19524*ii, 0, -1.86331+.029545*ii, -.764801+1.20966*ii, .827815-2.88852*ii, .159883+.0953084*ii, 2.85062-2.35445*ii, -1.14322+.218787*ii, .767358-.302895*ii
-.287372-.297298*ii, 0, -1.01782-.215064*ii, -.815044-2.52033*ii, .320338-.7792*ii, -.56538+.206492*ii, .062791-1.25957*ii, .742946-.322127*ii, -1.16925+1.01049*ii
3.95585-.499068*ii, 0, -2.33239+.378901*ii, 3.06748+1.28375*ii, -.124844+3.53171*ii, 2.46086-2.64023*ii, 1.2995-.499684*ii, -2.37582-.288397*ii, 3.80775+2.30318*ii
.764437+.005657*ii, 0, 1.21044-1.5666*ii, -.908088+3.87463*ii, .160965+.679491*ii, .394901-.969233*ii, 1.61665+1.27726*ii, .814779-.279654*ii, 1.34908+1.433*ii
3.28354+1.10118*ii, 0, 1.47655+1.77381*ii, -1.95106+3.11525*ii, -.00093648+.046045*ii, 2.44036-3.31584*ii, 1.84899+3.73449*ii, 1.1906-.494621*ii, .0292148+.226082*ii
-.608981-1.01118*ii, 0, -.592255-3.7874*ii, -2.04306-.019689*ii, .0232738-.214135*ii, -2.32884+1.48694*ii, 4.90847-.02669*ii, .342833-.602845*ii, -2.4656-.18937*ii
-.339278+3.34106*ii, 0, .517606-2.18706*ii, .161057-.722645*ii, -.527497+2.32939*ii, .815278-1.81225*ii, -1.42268-1.06596*ii, .956488-1.69212*ii, -2.32802+.939367*ii
-10.7212+.50733*ii, 0, -5.2247+5.76203*ii, -5.32634+6.07351*ii, -4.64017-1.11032*ii, -.482581+.506821*ii, 1.39712+9.84799*ii, .989031+1.08627*ii, -1.91671-2.42595*ii
6.6424+2.65706*ii, 0, 4.09655-.676123*ii, -3.44331-1.44357*ii, 1.98051+.603217*ii, -.704937-1.76893*ii, 5.43414-.127312*ii, -1.58946-.325463*ii, -1.402-2.64428*ii
-1.70229-1.09433*ii, 0, .302804-2.30148*ii, -.426439+1.50847*ii, -.934716+3.37176*ii, -.494588-1.43008*ii, .678564-.544799*ii, -1.25994+1.75032*ii, -.585759+2.19815*ii
-.718265+.97168*ii, 0, -1.30703-1.23725*ii, .810015+2.75005*ii, -.11628+.0008459*ii, -1.40748-.651312*ii, -.228967-1.55759*ii, -.472478+1.14534*ii, -.220022+.0819075*ii
2.81264-1.41759*ii, 0, -1.66463-1.93933*ii, -1.13007-2.78718*ii, 1.24582-.766527*ii, -1.12027+.962094*ii, 2.2656-2.38678*ii, -1.36306-.237203*ii, .078816+2.25364*ii
-4.19409-3.23743*ii, 0, 9.12692+5.11884*ii, -.653208+7.74297*ii, 6.32532+1.92806*ii, -2.36909-.106747*ii, -2.77419+1.29173*ii, -1.58973-.96719*ii, -6.60811+6.18389*ii
-.0160253-.360721*ii, 0, .663778-.218187*ii, 1.14171-1.15222*ii, .133632+.0812939*ii, -.791618+.365087*ii, -1.01346+1.16494*ii, -.253782-.635047*ii, .373565+.447114*ii
-.086069-.685458*ii, 0, -.901272+.308331*ii, 1.28882+.44793*ii, -.455066+.701941*ii, -.0353645-.00538104*ii, 1.16243+2.28195*ii, -.126522+.723539*ii, -.0411081+.102937*ii
-.0810044+.196713*ii, 0, -.293962-.678885*ii, .901638+.578316*ii, -.255957-.490076*ii, -.134+.0000101*ii, -1.41241+.141543*ii, .469543-.28155*ii, -.278452+.407975*ii
.0801232-.155971*ii, 0, -1.14464+.489015*ii, .199899+.642834*ii, -.790238+1.39563*ii, .0608368-.0101001*ii, -2.10958+.765782*ii, -.144426-.367972*ii, 1.12655-.575182*ii
-.0092704-.0190251*ii, 0, .54658+.19941*ii, -.017913-.675795*ii, -.0702755-.171885*ii, .130678+.0760197*ii, 1.20942+.742202*ii, .0483071-.165817*ii, .780971+1.711*ii
4.94415+6.50609*ii, 0, -5.29031+3.95322*ii, -9.0243-5.96546*ii, 6.08114-3.92247*ii, 10.9994-1.88305*ii, .0493112+.353082*ii, -6.55082+1.71135*ii, 3.42653-.807209*ii
.928143+.816248*ii, 0, -3.58788-1.93976*ii, .75394+.357172*ii, 1.97508-1.70081*ii, -.190957-.989169*ii, -1.69534+.252828*ii, -.505737+1.08922*ii, 3.56588-.723621*ii
4.85498+5.16887*ii, 0, -.640543-1.67046*ii, 3.20378+2.59642*ii, 1.02922+2.67881*ii, .819543+1.1662*ii, 2.05042-1.92598*ii, -1.5877-1.58773*ii, 1.34597+.903911*ii
2.07745-1.06561*ii, 0, 2.21766-2.31455*ii, -3.54525+.285863*ii, -1.64105-.16158*ii, .894903+.134637*ii, -2.92155+1.51873*ii, .003240-1.19086*ii, 2.04154+.503997*ii
-.600401+.027025*ii, 0, -1.39997+.232677*ii, .460072-.0139629*ii, 1.87664+.646936*ii, -.667895-.424912*ii, -.414722+.0877205*ii, -1.67831-.137478*ii, -.821407-.7427*ii
4.30355-.895161*ii, 0, 4.01794-3.88469*ii, -.580292-.058107*ii, -.269642-.555605*ii, 5.54959+1.6319*ii, 4.56857+4.93028*ii, -.995719+.562559*ii, 4.14615-3.54998*ii
.066280+.560905*ii, 0, -1.21374-.943378*ii, .156801-1.04817*ii, -.813828+1.78691*ii, -.119923+.551954*ii, .025939+.61531*ii, 1.35337-.051107*ii, -.910957-.793835*ii
.620498+.600977*ii, 0, .9259-.625119*ii, -.763876-.491051*ii, .154322-1.08712*ii, .325472-.219615*ii, -1.17718-.794016*ii, .096948-1.09878*ii, .416359+.572754*ii
1.15364+.238163*ii, 0, -.846074-1.74601*ii, -.108434+2.15643*ii, .391092-1.29552*ii, -.490435-.0716775*ii, -.589943-2.9101*ii, .490831+.743316*ii, 1.68834+.058623*ii
-.087646+1.31747*ii, 0, -.19016+.58892*ii, -.789974+2.40793*ii, -.573373+.831873*ii, -1.6776+.661454*ii, 1.71018+1.07896*ii, -.981821-.584795*ii, -2.08802-1.84734*ii
-.0602044-.190362*ii, 0, .21806-1.79603*ii, -.522666+.826789*ii, .230385+1.23043*ii, .797021-.175117*ii, .0780002-.234163*ii, 1.20979-.392773*ii, -.283328+1.22956*ii
-.0875425+.0937791*ii, 0, -1.14295+1.22547*ii, -.390194-.021841*ii, .148688-.097845*ii, .204741+.512184*ii, .134942-1.1728*ii, -.145867+.442792*ii, -.902375+.025241*ii
2.83548-.455284*ii, 0, -.18661-2.96963*ii, -2.41596-3.95829*ii, -1.24015-.460874*ii, 1.57525-2.44463*ii, 2.38688-.582064*ii, 1.52777+.061130*ii, -2.46711+2.17501*ii
1.99485-.484103*ii, 0, .536878+1.35468*ii, -1.38478+1.85131*ii, .738753-3.14086*ii, -.157601+.0403599*ii, -.463876-4.43053*ii, -.722669-.631941*ii, 1.13084+.129548*ii
.609919-.569298*ii, 0, -3.17705-.409485*ii, -1.32947+1.12957*ii, .675038-.429452*ii, 3.20364+.833016*ii, .58185+1.07113*ii, -.716172+.925211*ii, .227469+3.85944*ii
-3.53062-1.84951*ii, 0, 1.13092+6.12345*ii, -5.41022-5.00722*ii, -.394629-1.78653*ii, 2.56565-1.23407*ii, .286548+6.8099*ii, -.540257-.936832*ii, -3.30522+8.26396*ii
-10.0801+2.74688*ii, 0, 2.07411+.840413*ii, -2.45116+.590914*ii, -5.17667-5.48706*ii, -3.06396+.15091*ii, .981146+1.16516*ii, -1.99393-3.12121*ii, 1.09706-3.1877*ii
14.3858-7.26754*ii, 0, -10.2891-.89326*ii, -2.84082-13.8674*ii, 4.1874+5.40432*ii, 5.9655+5.58196*ii, -1.82049-2.45097*ii, -2.09293-2.48549*ii, 10.5398-.82451*ii
-.27914+.0586098*ii, 0, -.0980125-.184778*ii, -.77713+1.52928*ii, .998727+.232695*ii, .594691-.666531*ii, -.117375+.376016*ii, 1.03792+.609019*ii, -.131049-1.25723*ii
-.009827-.916886*ii, 0, -2.25815+2.62802*ii, -4.11732+2.10969*ii, 2.45736-2.26737*ii, .0779397-.0500029*ii, .773818-3.40976*ii, -.719274+.084497*ii, .554199-1.0414*ii

